,output_layer
0,inf
1,106717.82377033739
2,3.6892196049558224
3,3.519848797950428
4,3.3977959161825173
5,0.41218382795020553
6,0.41044165434622565
7,0.4071244504909263
8,0.32653803684080374
9,0.2837696105883627
10,0.28369595020577537
11,0.2616867181131641
12,0.24438273763445822
13,0.24231925566349782
14,0.23993893495260582
15,0.22987966844679386
16,0.19327962345190938
17,0.19191248679871542
18,0.1856047179243503
19,0.15535481877192053
20,0.15216430025432076
21,0.14204077744684063
22,0.13461869342120977
23,0.12709541312383196
24,0.12664223817980036
25,0.11648402278362563
26,0.10739019699290028
27,0.10607397657686364
28,0.10464626331401877
29,0.10263299835349789
30,0.09650697960490585
31,0.08801748756244969
32,0.08141464271336216
33,0.08074191631912357
34,0.07885612812061091
35,0.06892338770359892
36,0.06675598790673036
37,0.06479727838365139
38,0.0602626134202449
39,0.0591191222171039
40,0.0572908126889211
41,0.05087702601840217
42,0.050804278585782285
43,0.046265358809675056
44,0.044463446696649804
45,0.04103557041038852
46,0.04001948208437313
47,0.03737375169543006
48,0.036224179011090964
49,0.03589195838827367
50,0.03428254140389806
51,0.032397415821762025
52,0.03067425613731114
53,0.030501767120460054
54,0.029815548866651418
55,0.029313852227230052
56,0.028910907809581332
57,0.028820286555215676
58,0.02869554258390062
59,0.028121283511616257
60,0.028097975253366794
