,output_layer
0,inf
1,28849.404303228643
2,4.449996554096278
3,4.269839951886967
4,4.262088211413171
5,4.261427633753508
6,4.2557679892486036
7,0.4525440804593688
8,0.4522615099337733
9,0.43778879210184757
10,0.418317578890394
11,0.32641630862409315
12,0.3174225982710851
13,0.3035686574755039
14,0.30329876180838716
15,0.2907580293422867
16,0.28953370490472197
17,0.2895306253159721
18,0.2895295145561597
19,0.2893100994150771
20,0.28898678504143027
21,0.2859027076369413
22,0.28502209862793754
23,0.28067828526260297
24,0.27968259829183284
25,0.2790144693397796
26,0.2780254134215415
27,0.2776916606833299
28,0.27710517826284126
29,0.27662150569729704
30,0.2646053143395474
31,0.2644677613365686
32,0.2600665190407516
33,0.25493117763516593
34,0.24700857581266356
35,0.19385451911049448
36,0.19368111253488812
37,0.18392023483796816
