,model
0,inf
1,3517.7092726240844
2,0.352188040006249
3,0.2897250804046148
4,0.28972469695555075
5,0.2894495274642665
6,0.2894378161922599
7,0.28943317922638234
8,0.2894221652082876
9,0.2890973360652622
10,0.288848617708595
11,0.28884171123008595
12,0.28884071327573263
13,0.28883187798773063
14,0.28702904400939155
15,0.2870206041036442
16,0.2869802619970194
17,0.2866541683328952
18,0.2683066848856502
19,0.2560044280475062
20,0.2460813936908217
21,0.2415315645222976
22,0.23720268180954496
23,0.22326832477342864
24,0.2178741798586448
25,0.20857395184914265
26,0.19398142181277955
27,0.19177506828769517
28,0.1863696660958509
29,0.18412856696711125
30,0.1752796991329188
31,0.13748773748825197
32,0.12987956032507203
33,0.12353308819724869
34,0.11680668211662562
