,weights
0,inf
1,28759.779343277383
2,28736.206233067925
3,28728.618528359813
4,28722.143320705556
5,28698.324970527945
6,28625.61258157065
7,28621.607369634414
8,28605.374361798345
9,28550.164232606043
10,1.4914676638633224
11,0.541754565371082
12,0.5417200926936195
13,0.5417077171458158
14,0.5417062766954133
15,0.5417030353174292
16,0.5416970238637288
17,0.5416927583473433
18,0.5403970111117729
19,0.4284300742214766
20,0.4183425002927606
21,0.4134448964805775
22,0.40894148659625273
23,0.3959457669673384
24,0.3856526842283431
25,0.37352527788757217
26,0.37345084338747875
27,0.3734424989691563
28,0.3734260373521082
29,0.37341439663838505
30,0.3733630797831529
31,0.37331442667423514
32,0.31821927725844185
33,0.31670574566691123
34,0.29515761758538506
35,0.2942885759227288
36,0.2942376919841017
37,0.2940111908312315
38,0.2929601082738212
39,0.2900556060112074
40,0.2900299855200944
41,0.28932828632035706
42,0.28931163938209925
43,0.28931047819727085
44,0.28930593490778966
45,0.2893057344961883
46,0.28930193761993567
47,0.2892999186118738
48,0.2838850504833294
49,0.2817538021668869
50,0.2816762032815311
51,0.2802210031581363
52,0.2800255716510546
53,0.27898783107200287
54,0.26721856203655103
55,0.2580161735155956
56,0.24538947762555952
57,0.24193353978235227
58,0.22731872695827798
59,0.22270973394174987
60,0.22130057958870922
61,0.2210856145459151
62,0.2177537288224481
63,0.19515908901866302
64,0.17754270739190586
