,hidden_layer
0,inf
1,88074.88241429864
2,74353.28747431896
3,70310.78275217327
4,63324.99339130175
5,6085.678115205977
6,408.96473951646357
7,92.6406207838165
8,0.48882580224176575
9,0.4876814535395121
10,0.48374733859528574
11,0.4833227381571141
12,0.4829291221953481
13,0.44222722845134954
14,0.43652094869511454
15,0.37956081049053203
16,0.2064905497483377
17,0.1912745448932661
18,0.1895300224705037
19,0.1610155099214262
20,0.15535481877192053
21,0.14827180358967265
22,0.13493785032262975
23,0.12709541312383196
24,0.10829550515536773
25,0.10410734706434314
26,0.10015894202321773
27,0.09859016754469743
28,0.09056216835446176
29,0.08678298913441243
30,0.08584979960981859
31,0.07988305143495307
32,0.07946533207564054
33,0.07163826293608623
34,0.07098350345440489
35,0.06373195265726882
36,0.06077133417279954
37,0.050772787857894484
38,0.05076143753621366
39,0.04856910182993744
40,0.0463897087784558
41,0.04138036379894669
42,0.03448662358166522
43,0.03419527659779387
44,0.03395515290618758
45,0.03372121113298312
46,0.03272282252179942
47,0.03252611257547518
48,0.032113236700611086
49,0.03196543438281474
50,0.0319415678176388
51,0.03170189986551683
52,0.02915929763778721
53,0.028338854257073075
54,0.02822487733814374
