,hidden_layer
0,inf
1,206518365.09292632
2,74461.18604223811
3,9295.816989945935
4,132.7441010463309
5,32.84410480482563
6,11.610495492240844
7,1.3219573825338573
8,0.5468416550480084
9,0.5440621440438891
10,0.5417545590941842
11,0.5408954587508418
12,0.5398261164172368
13,0.5384617178650155
14,0.41908384097354917
15,0.3442238910379957
16,0.3375584651916488
17,0.3151084318251228
18,0.30952373168901065
19,0.29606512661994844
20,0.29545639861498174
21,0.295239647040806
22,0.293794318536945
23,0.2935951882010613
24,0.2902591519960525
25,0.29012039546668283
26,0.28993933184602005
27,0.28931728259501893
28,0.28931324116699997
29,0.2893048645775407
30,0.2892912404583343
31,0.2877968949865038
32,0.2864375997837178
33,0.28611771592436575
34,0.2746889998682032
35,0.2639024127276938
36,0.2517673863145404
37,0.22687216106696445
38,0.22136153952114293
39,0.21540606136981771
40,0.19836127243294713
41,0.19473136857451945
