,model
0,inf
1,468214905.864598
2,0.7729723980924619
3,0.5062122109174577
4,0.5061421332889617
5,0.5061383733861909
6,0.5061316250403666
7,0.5046945029978401
8,0.5046768725489971
9,0.5045959918300257
10,0.5045102990791089
11,0.2766924785442368
12,0.2760689366191435
13,0.27465362799423465
14,0.2636647990979463
15,0.2481365525459938
16,0.23596773434309637
17,0.19191248679871542
18,0.15535481877192053
19,0.14724704011230944
20,0.14204077744684063
21,0.12709541312383196
22,0.10829550515536773
23,0.10077258102686411
24,0.08909396015766599
25,0.07816874209443056
26,0.07614545084249329
27,0.06675598790673036
28,0.0572908126889211
29,0.04988483124009922
30,0.03902064961421632
31,0.038769153295658505
32,0.037703662113059484
33,0.035580265042601956
34,0.0340422893107609
35,0.033891662838389756
36,0.030850456530237266
37,0.030568919790137056
38,0.028857980585347432
39,0.02836973721407674
