,hidden_layer
0,inf
1,0.4865015151380184
2,0.45696808248193777
3,0.45125067578009626
4,0.41997041084560127
5,0.38319395542215795
6,0.3758120479857113
7,0.371902815750398
8,0.37079295391034994
9,0.3542812171820537
10,0.32363788226280066
11,0.31598632401538346
12,0.2776949932579329
13,0.27310549949328167
14,0.263351364140657
15,0.2625258759999846
16,0.25725612167364315
17,0.25633491661712104
18,0.24505758878700126
19,0.236299318096317
20,0.23021229379352287
21,0.22808312654201676
22,0.222018124327914
23,0.20855593389388452
24,0.20852746119854795
25,0.20592554292447524
26,0.19984572189470728
27,0.19905306196297554
28,0.1989298922408829
29,0.1953741442812229
30,0.18284528596580607
31,0.18004367106506738
32,0.1781249489207672
33,0.1753314814169165
34,0.17529686327977906
35,0.1731586066935491
36,0.1650645197923722
37,0.15216169442729466
38,0.15181653383295687
39,0.1387781132424776
40,0.1354446433260247
41,0.13297018228874752
42,0.13277532356155033
43,0.13203805349132067
44,0.12629194099063942
45,0.12588295447388287
46,0.12528334546506106
47,0.12522072964487127
48,0.12483855542660766
49,0.1248223956415036
50,0.12167296523121568
51,0.12108535266309779
52,0.12078015124308426
53,0.1205900542568674
54,0.10934260245902988
55,0.10923918611396588
56,0.10866469185401624
57,0.10729573102883617
58,0.10627484085218938
59,0.10166312753632595
60,0.09976807458500825
61,0.09974826726325324
62,0.09961960156547325
63,0.09619517109008088
64,0.09178596086217479
65,0.0916770611557298
66,0.09129700998541972
67,0.08935205989268032
68,0.08828121901971149
69,0.08209230043640466
70,0.08118251433327608
71,0.0779955133595989
72,0.07767572927811962
73,0.07740322359478632
74,0.06351887487373083
75,0.0628994715971823
76,0.05622215478123271
77,0.05616638101953789
78,0.056151603305266445
79,0.05558735905297382
80,0.05554617171193442
81,0.05059245218434609
82,0.04972148930259852
83,0.04955025972617965
84,0.04952994579520704
85,0.04951307435157434
86,0.04941448118756744
87,0.0488986638912399
88,0.048283114936669556
89,0.04686713784508495
90,0.046729316815497614
91,0.046543209057306315
92,0.04605523879094691
93,0.04568373772928587
94,0.04555365640150505
95,0.045538056745442694
96,0.04550671997616605
97,0.04541601372620742
98,0.04503261116034472
99,0.044902347043555356
100,0.044884914305760186
101,0.0448779603294139
102,0.04487002241107943
103,0.044821019661353725
104,0.044466729089105726
105,0.04394534745014938
106,0.04363176594628894
107,0.04358899115645614
108,0.04347399435163091
109,0.04282778008720219
110,0.0428140896875549
111,0.042789917533305376
112,0.041652468974442566
113,0.03966099797572222
114,0.03832228180272479
