,hidden_layer
0,inf
1,0.5161206434979302
2,0.5049032664691345
3,0.392974009191202
4,0.3596287618958825
5,0.2892469968754954
6,0.2884048112192017
7,0.2866349080724597
8,0.26012509188003363
9,0.2584384006687694
10,0.25698177642211084
11,0.25266826385394175
12,0.24805992140911465
13,0.2473954378736409
14,0.23884888336571253
15,0.2331532130949275
16,0.22990823719349315
17,0.21479837454846323
18,0.21445314030473717
19,0.2142039881999397
20,0.18797883014609085
21,0.1860929359471098
22,0.17583331247780834
23,0.15567705510658966
24,0.15540974940190017
25,0.15433214036852622
26,0.1519288905524697
27,0.149464573435128
28,0.13104067100681832
29,0.12636413061643376
30,0.12423984140341339
31,0.1221171487145989
32,0.11018294319524431
33,0.10605435620749704
34,0.07818397768833886
35,0.0676401512678134
36,0.06668787365263065
37,0.05888366078824126
38,0.05799191328936469
39,0.05407812012278116
40,0.05272874494232841
41,0.051965937221300454
42,0.049362500769654274
43,0.04854120677521241
44,0.04644960912668016
45,0.04526585456319768
46,0.04477385761311889
47,0.042909848297859064
48,0.0424545884343726
49,0.04139843245391924
50,0.04053749420442424
51,0.040360115218845014
52,0.038601173759609544
53,0.03843273480778503
54,0.037777598895144746
55,0.03719590273287474
56,0.03711868381200967
57,0.036976363561230116
58,0.036735379832387664
59,0.03668102454939156
60,0.0364126539748778
61,0.03639929699949874
62,0.03574026398830093
63,0.03560572160312849
64,0.035523365128977344
65,0.03547083981390131
66,0.03495826614495556
67,0.03492787645725206
68,0.03468821258248679
69,0.03458069863635277
70,0.03423717847929691
71,0.03339501517391513
72,0.03331721676107025
73,0.03271274684154384
74,0.032472392962889576
75,0.032408050265394936
76,0.03221442845621116
77,0.0321548811855592
78,0.032086984043227795
79,0.031984735497605124
80,0.03178622589749195
81,0.031567265092063986
