,hidden_layer
0,inf
1,0.3518280010326227
2,0.3501926522978274
3,0.34793603946083634
4,0.34476696126009443
5,0.33833313163326134
6,0.31590762578303233
7,0.30110631772985946
8,0.2981291995597143
9,0.297255793919495
10,0.2922618250889054
11,0.2904216199904018
12,0.29013207033732485
13,0.2893097504390824
14,0.2887904769365956
15,0.2806910915477008
16,0.24137401677628806
17,0.22144852977324286
18,0.20504013708011176
19,0.20479990444774565
20,0.19963444462940297
21,0.1910510047575916
22,0.18980463300777722
23,0.18697582484072386
24,0.17259893185683517
25,0.17126508114105568
26,0.16982925602793994
27,0.16916615953042147
