,weights
0,inf
1,0.8025338391796876
2,0.7876999068466687
3,0.7790015577703184
4,0.5993126395227683
5,0.3447994613135354
6,0.34474145725902927
7,0.3447242917471613
8,0.34470863593263135
9,0.34460054492751113
10,0.3443023140374336
11,0.3441229513132361
12,0.3427620539624549
13,0.34017180385054774
14,0.286844237947917
15,0.2867773271683032
16,0.28673991695318923
17,0.286093385796182
18,0.2769356337053883
19,0.25955316163511566
20,0.25880231472140386
21,0.25480993316989664
22,0.25329072632373606
23,0.2527792330141326
24,0.24762017561323912
25,0.24442335900251894
26,0.243113013654344
27,0.22889159097519884
28,0.22676892273762742
29,0.22440054163287143
30,0.2228865178850141
31,0.22110357349371268
32,0.21992826793594855
33,0.21753264553268112
34,0.21716101104688015
35,0.21177722002013716
36,0.20628876210275376
37,0.1901239139977744
38,0.1830431665980783
39,0.1779137681262887
40,0.17355839018800276
41,0.16030383549483168
42,0.15714885907691745
43,0.15698092859590423
44,0.15573732920132136
45,0.1475072294129395
46,0.1360248956513991
47,0.13556178388489815
48,0.1250998875760752
49,0.1147582281896157
50,0.11363508993267739
51,0.1059565735749699
52,0.10581203158477981
53,0.09601987971383476
54,0.09416162183868543
55,0.09336592330806284
56,0.08668103746827349
57,0.0792055162153592
58,0.07694955330465122
59,0.07601513869265128
60,0.0745321759398676
61,0.06818924568640862
62,0.06739123697792161
63,0.06554482544412499
64,0.0651056291440783
65,0.06399050538185357
66,0.058293449871800435
67,0.056540833850091135
68,0.05446013196489075
69,0.053477305604073336
70,0.052285229418135085
71,0.05165573062304089
72,0.051214720746083506
73,0.04753880602927382
74,0.046624742347290804
75,0.04448425682268506
76,0.04445632787148158
77,0.0441066562333469
78,0.043704553352028525
79,0.04204986441709799
80,0.04160084844286526
81,0.04116566014321379
82,0.04073020751551619
83,0.039749859731596074
84,0.03913418449943913
85,0.03876775249025568
86,0.03831353699209746
87,0.03790483876908197
88,0.037753987137595
89,0.03753401997251474
90,0.03732575460210431
91,0.036854675079049645
92,0.03673348869199076
93,0.03659997382961896
94,0.03648977012454357
95,0.036489663387021976
96,0.03644507081087594
97,0.03609483386740567
98,0.03595861877080057
99,0.035867849603929386
100,0.03535538150405087
101,0.03524657728409779
102,0.03518423598818405
103,0.03481486026840893
104,0.034812146438728826
105,0.03478783558118691
106,0.03478633789068602
107,0.03443703468037954
108,0.034019192352964175
109,0.03395448246622449
110,0.03395316457656393
111,0.03344691367558516
112,0.033368333383967594
113,0.033354347896652536
114,0.03311034352488152
115,0.033034426242885384
116,0.033028427989005016
117,0.03267967597819426
118,0.032565629803777654
119,0.03247475951425033
120,0.03240604348735404
121,0.03227554680136342
122,0.03208960469305698
123,0.03197766172053921
124,0.03188949511115986
