,weights
0,inf
1,0.7398044523236792
2,0.6947929659866443
3,0.681571489569107
4,0.6688150901975735
5,0.6652703996296588
6,0.6535626901465651
7,0.6208280669498704
8,0.5688894990182658
9,0.5532942233225205
10,0.5483883661008923
11,0.2122413378685198
12,0.21160232398157547
13,0.21105545491476405
14,0.21000868181497032
15,0.20912641930824075
16,0.16505612824615268
17,0.09354257853948128
18,0.09032127173380568
19,0.0896927535532438
20,0.08124061227631908
21,0.06504687134607921
22,0.06285997271108909
23,0.05201984745532867
24,0.04794071209658206
25,0.0473577763295323
26,0.04518650942343212
27,0.04513682951885964
28,0.04373810118992363
29,0.043386114101567716
30,0.0402928687268792
31,0.0357378260835021
32,0.035087285164970665
33,0.03497935797670398
34,0.03479492792223099
35,0.034545411732811206
36,0.03412598540010734
37,0.03405065564469288
38,0.033728783633859165
39,0.03037057603800918
