,topology
0,inf
1,0.3549116315696124
2,0.3091212146309608
3,0.2896154271526064
4,0.2893062945129976
5,0.2893062590577463
6,0.2893054772789791
7,0.2893051149616636
8,0.289302302639608
9,0.289153491754464
10,0.2846713874535168
11,0.27694407639521634
12,0.2713388720414545
13,0.2704559023074709
14,0.27018784148663716
15,0.26985897735420794
16,0.2594100148204371
17,0.25874217283196566
18,0.24905863417012647
19,0.24832509211081316
20,0.24787482911100564
21,0.24657860934663628
22,0.2465553915429688
23,0.2456955536727684
24,0.23214315964494203
25,0.21519112989557238
26,0.20505329667324224
27,0.1965386719547779
28,0.16974776012437937
