,hidden_layer
0,inf
1,0.663696301061618
2,0.6627031972968256
3,0.6572655148917718
4,0.397117320628999
5,0.3556192799121215
6,0.32111715271147545
7,0.31832872572215165
8,0.31786070567608615
9,0.3175759937549066
10,0.31463707984480654
11,0.3090623124907391
12,0.3036037425424019
13,0.30315569391503766
14,0.3028618194664438
15,0.291312268217941
16,0.2910186209772002
17,0.29030833670032885
18,0.29021601587435597
19,0.2858322062081119
20,0.28455693662108633
21,0.2845136454199747
22,0.2842266694298187
23,0.2841685359530793
24,0.27625402414529593
25,0.27604139478841705
26,0.2743908081387568
27,0.27202050680015905
28,0.25944608265991365
29,0.25943722287871585
30,0.25859927067222854
31,0.2576111653097553
32,0.2509532593551676
33,0.24408280901560628
34,0.2419950401903086
35,0.24009981535045719
36,0.22151534288903926
37,0.21216273029057198
38,0.21069168103330574
39,0.20900717713179456
40,0.20244106828761
