,weights
0,inf
1,12143.007644779473
2,3809.285909776672
3,2505.7453529200297
4,105.26824988798498
5,2.896275399139765
6,0.3569230995254031
7,0.3565928167615228
8,0.3068596859563861
9,0.30647963699972774
10,0.2623465688704285
11,0.2540780632428366
12,0.2533908330857266
13,0.2501682570741837
14,0.2453999230921909
15,0.24413951091659444
16,0.24388948952553052
17,0.24315550448770992
18,0.24291413594601485
19,0.2354221870464588
20,0.23280568480377997
21,0.2323245170768634
22,0.23179606218645074
23,0.23153490687212866
24,0.2176787142739365
25,0.2163389578984953
26,0.1936949962288145
27,0.19206313943558165
28,0.18928886360340313
29,0.18888765224007728
30,0.17536285784640487
31,0.17221664789598412
32,0.17162200149703116
33,0.1648086058111757
34,0.16336802689009133
35,0.13373285489815556
36,0.12956021082574973
37,0.12152059971959342
38,0.12097761453453701
39,0.12011451316907609
40,0.11998948517991623
41,0.11423048336927041
42,0.1094631895854122
43,0.10181493484738124
44,0.09434257886334046
45,0.09254626313882275
46,0.09008239382420283
