,hidden_layer
0,inf
1,0.6654894551455802
2,0.6065242130223361
3,0.5188157576841891
4,0.5005022602003797
5,0.442524859255565
6,0.4257422035953157
7,0.2601077886099418
8,0.10254398388491427
9,0.07880545396895586
10,0.06375124032498827
11,0.055963821332922034
12,0.05420751943717326
13,0.05065265208062915
14,0.04869638498503393
15,0.04445704230252982
16,0.04276392465986126
17,0.039146279124438056
18,0.03799433149520858
19,0.03725411269834266
20,0.03690254305676678
21,0.0358932734458171
22,0.03557562612678956
23,0.035270371325013775
24,0.034984905283260766
25,0.03448404223355491
26,0.03411185180933743
27,0.032622421099221345
28,0.03222920436245686
