,output_layer
0,inf
1,5.621254792729091
2,0.65910374314316
3,0.6192417505165131
4,0.5164743907432363
5,0.49622327208918937
6,0.4713022436621798
7,0.46457676443455476
8,0.46457423630244626
9,0.30351919673486194
10,0.3012073018205956
11,0.2994691893944366
12,0.2148086241338649
13,0.19855727086499464
14,0.1938907899212673
15,0.1855038941253856
16,0.18383951994957767
17,0.17975057763506458
18,0.17819642767299032
19,0.14900911268125366
20,0.14746683372309077
21,0.14202502025987346
22,0.12506554835436492
23,0.12089400355441253
24,0.11386968502423163
25,0.09716192205579297
26,0.09120931015255268
27,0.09090977658300703
28,0.07880086063679105
29,0.07605401811892033
30,0.0731507598358963
31,0.06832652694173726
32,0.06646113486189666
33,0.062469817078131644
34,0.05692429554780153
35,0.05357988994741248
36,0.053243860510919845
37,0.052062262352267526
38,0.05168965537423949
39,0.047807449925097084
40,0.043068855885460715
41,0.042000700110777445
42,0.041931136768424616
43,0.041286793765342465
44,0.04107068325879557
45,0.040503925431494336
46,0.03901022407217369
47,0.03876775249025568
48,0.03753225453202002
49,0.037527260523130025
50,0.03745585621121049
51,0.03744326255289002
52,0.03732305912044383
53,0.03697010514840132
54,0.03673184144262441
55,0.03649550547629297
56,0.0360265754807648
57,0.035971658135401485
58,0.03587675087468836
59,0.03563978540080538
60,0.03480590330583777
61,0.03480221668604055
62,0.034793750436905385
63,0.0347250433677725
64,0.03436574412408617
65,0.033954424672997925
66,0.03287655424861677
67,0.032862925995412864
68,0.032593413424405686
69,0.03250588900859243
70,0.03233034563878797
71,0.03224049873268026
72,0.03219662591647369
73,0.032099707870567304
74,0.03209591988418446
75,0.031591877723134876
76,0.03150075162397591
