,hidden_layer
0,inf
1,1.3242994458286623
2,0.7931558414182818
3,0.7853184885014141
4,0.6316080611030579
5,0.6309737300156766
6,0.5845362801471925
7,0.5711996272133548
8,0.5707480746368677
9,0.5328641770140536
10,0.3954590203323279
11,0.2936673863878993
12,0.29309227008799726
13,0.2893924176244514
14,0.27423664867856573
15,0.2486192155235926
16,0.23273281422735714
17,0.23128048110247446
18,0.12084585701904665
19,0.12056384174342703
20,0.11928714210175041
21,0.11918882028318789
22,0.11692493215974063
23,0.10350296693060307
24,0.09986799349349972
25,0.09625745343612686
26,0.09358916667430178
27,0.0919651593885824
28,0.08328928645723965
29,0.08227670496432336
30,0.0816511917312413
31,0.07254724233561638
32,0.06613429823752957
33,0.05792972719492553
34,0.057367067467134825
35,0.05562366138599653
36,0.055231038485967145
37,0.05486719581024152
38,0.05160799061930026
39,0.05087412544231576
40,0.04964528418820882
41,0.0493734733979465
42,0.047102378039666784
43,0.04693670608254654
44,0.04672694912953792
45,0.04665034228163298
46,0.04587920502018707
47,0.04538255982913908
48,0.04412161024281787
49,0.04373254701179871
50,0.04359531832556174
51,0.04359175490795479
52,0.04357243834728272
53,0.04356384426119038
54,0.043516558515316495
55,0.043495426215025425
56,0.04349514416060493
57,0.04349458708625186
58,0.043494150885645344
59,0.04346429610050628
60,0.04339503850867096
61,0.04339502121036769
62,0.0433943628286413
63,0.04339433476395307
64,0.04339432252759158
65,0.0433942423405668
66,0.04339424185570648
67,0.04339424184969418
68,0.04339424113411657
69,0.043364191961676304
70,0.043359340546254656
71,0.043359235721258785
72,0.04335913641446392
73,0.043359123128745417
74,0.04334973037840743
75,0.04306421905820093
76,0.04306042181460387
77,0.04304889513169663
78,0.043043485757628765
79,0.0430399553529924
80,0.043039141968195645
81,0.04303622310585751
82,0.04303531718232571
83,0.04303513390184982
84,0.04302512129401488
85,0.043025117751872004
86,0.0430251149681029
87,0.04301999229047925
88,0.04301998552542541
89,0.043019976986765886
90,0.04301945863657334
91,0.0430191828911396
92,0.043019182856585486
