,output_layer
0,inf
1,0.833269228919494
2,0.47080244307008673
3,0.3123397935784017
4,0.29161595487846015
5,0.290710862259559
6,0.28540245854983504
7,0.24796189554083664
8,0.2109598423029217
9,0.17205087321557375
10,0.13580989019727815
11,0.1268470598967302
12,0.11506655845455158
13,0.1072748745549071
14,0.09538534706269704
15,0.09525179950616593
16,0.07881728087167056
17,0.06926735779650943
18,0.05463907061087682
19,0.05434443867820928
20,0.052638174186446576
21,0.050176033326864926
22,0.0471707803865757
23,0.047138427962018274
24,0.04711288392485739
25,0.04651799320230541
26,0.04587920502018707
27,0.045760210683673176
28,0.04560134552570571
29,0.04402689060327085
30,0.04401282909493121
31,0.04380396129838441
32,0.04379209849277408
33,0.04378814136993609
34,0.043752765812494425
35,0.043725192651611636
36,0.04359871699689099
37,0.04358967931044262
38,0.04358099086359714
39,0.043550235968567545
40,0.04351007530789502
41,0.04349646701527259
42,0.043495426215025425
43,0.043494150885645344
44,0.04346675222822887
45,0.04346643948565538
46,0.043464327891184554
47,0.04346429610050628
48,0.04339503850867096
49,0.04339502121036769
50,0.0433943628286413
51,0.0433942423405668
52,0.04339424184969418
53,0.043364191961676304
54,0.04335936971358586
55,0.043359340546254656
56,0.04335791315168998
57,0.04306866819713389
58,0.04306490550871632
59,0.04306421905820093
60,0.043062919603162456
61,0.04306042181460387
62,0.04305636993313564
63,0.04305106064225167
64,0.043043485757628765
65,0.043039141968195645
66,0.04303710148960984
67,0.04303622310585751
68,0.04303531718232571
69,0.04303513390184982
70,0.04302592804688022
71,0.04302512129401488
72,0.043019976986765886
73,0.04301945863657334
74,0.04301936128205277
75,0.043019280475077824
76,0.0430191828911396
77,0.043019182856585486
