,topology
0,inf
1,106816.59820768068
2,0.5061644763253611
3,0.5061456740797469
4,0.5061123013345075
5,0.5060958812788031
6,0.5060524566738472
7,0.5047807004184666
8,0.5044861919420148
9,0.5044125152337495
10,0.2839438481342102
11,0.2839061571047454
12,0.28384903177795306
13,0.1817451005115687
14,0.15719676858023587
15,0.15535481877192053
16,0.14204077744684063
17,0.12709541312383196
18,0.10829550515536773
19,0.10410630386723428
20,0.10077258102686411
21,0.08909396015766599
22,0.08888771832485265
23,0.06816068382453044
24,0.06675598790673036
25,0.0572908126889211
26,0.04988483124009922
27,0.04173943226450422
28,0.03902064961421632
29,0.03741930765828906
30,0.0340422893107609
31,0.030850456530237266
32,0.030568919790137056
33,0.028857980585347432
34,0.02836973721407674
