,topology
0,inf
1,0.7896906466846224
2,0.3112309884954012
3,0.2884048112192017
4,0.2618867680379312
5,0.2566681179609657
6,0.2373776208257672
7,0.23303964387243292
8,0.20036502869320524
9,0.18658323036152935
10,0.15762670635295226
11,0.1519288905524697
12,0.13536182731761895
13,0.12068781177142492
14,0.07601513869265128
15,0.06646113486189666
16,0.05407812012278116
17,0.05272874494232841
18,0.047414554446512915
19,0.043704553352028525
20,0.04366293687594773
21,0.04205863229373677
22,0.03876775249025568
23,0.037777598895144746
24,0.037558090927310196
25,0.03742423448890207
26,0.037292249136438145
27,0.03686043283362949
28,0.03655601480492623
29,0.03518423598818405
30,0.03513497763567655
31,0.03461166190050413
32,0.033035130884955875
33,0.03276297927587219
34,0.03208960469305698
