,model
0,inf
1,4.834511407820363
2,4.701209392914598
3,2.763502284875928
4,1.3242168969319223
5,1.3241691439179681
6,0.449755935534253
7,0.3277324512865267
8,0.3275758144744389
9,0.3275659037294846
10,0.32755447203009236
11,0.32730640306686737
12,0.300320694679846
13,0.2568779596675753
14,0.12153723857304001
15,0.11819847201291507
16,0.11583751747666171
17,0.11110304493926225
18,0.10133612477003903
19,0.09594643477082097
20,0.08953557323659231
21,0.056785157549054804
22,0.05324136992778095
23,0.0471707803865757
24,0.04587920502018707
25,0.04412161024281787
26,0.04379172845911709
27,0.043725192651611636
28,0.04358099086359714
29,0.04356384426119038
30,0.043495426215025425
31,0.043494150885645344
32,0.04346429610050628
33,0.04339503850867096
34,0.04339502121036769
35,0.0433943628286413
36,0.0433942423405668
37,0.04339424184969418
38,0.043364191961676304
39,0.043359340546254656
40,0.04306421905820093
41,0.04306042181460387
42,0.043043485757628765
43,0.043039141968195645
44,0.04303622310585751
45,0.04303531718232571
46,0.04303513390184982
47,0.04302512129401488
48,0.04301999229047925
49,0.04301945863657334
50,0.0430191828911396
51,0.043019182856585486
