,output_layer
0,inf
1,25044.646775718313
2,0.9058492110355167
3,0.6436368812389561
4,0.6377871532329488
5,0.31683713409460157
6,0.3129950085265143
7,0.2958455152168517
8,0.29262742321059515
9,0.28976997011288774
10,0.2894519794591892
11,0.28882706417156223
12,0.28877421854909074
13,0.28876684270318953
14,0.28874966757523557
15,0.28516084019477805
16,0.2828350267297282
17,0.27873601914151597
18,0.27849918449486305
19,0.2781203642947637
20,0.2679047497978224
21,0.26591284419789435
22,0.26321627131353453
23,0.25555296849398584
24,0.24437283303617494
25,0.24075246868894218
26,0.23675995117177492
27,0.22536725462453966
28,0.2143093667679766
29,0.21343249992648572
30,0.2069385173199159
