,weights
0,inf
1,0.6630386043901998
2,0.6629263773842212
3,0.662902256926803
4,0.6628990817854324
5,0.6583784952508509
6,0.6455111934980908
7,0.3844904846144877
8,0.3180332966931988
9,0.3179484076156205
10,0.31572029349978364
11,0.3155555873091284
12,0.31449581965332063
13,0.31370140061516005
14,0.29374036527994446
15,0.2936109224225975
16,0.29268462349192886
17,0.291238488978492
18,0.29108867502915237
19,0.29084373308639455
20,0.2905330304896119
21,0.288015848863752
22,0.284095522007474
23,0.2835536274071099
24,0.2819065020816243
25,0.281419075119881
26,0.2807312659871937
27,0.2784828758598486
28,0.27774774744841146
29,0.27684563755507796
30,0.27637730248927467
31,0.27421423217038515
32,0.2690598237086741
33,0.26757358089236755
34,0.26747794393357266
35,0.2656949455933759
36,0.2519034001521213
37,0.25124838860820925
38,0.24954442046943848
39,0.24910437609200778
40,0.23320377597085168
41,0.2283394921549282
42,0.22755833660244448
43,0.21871524863386207
44,0.21344484158827406
45,0.21343249992648572
46,0.2134232840523506
47,0.2130636351876793
48,0.2070426848742465
49,0.19518051346940907
