,output_layer
0,inf
1,2023.0655888824494
2,0.14404007503574529
3,0.12082566030644656
4,0.1199365778785157
5,0.11929254675310874
6,0.11090572114329965
7,0.11081439736179384
8,0.11053010326273856
9,0.1100061587232786
10,0.10999545062794958
11,0.10999258942498896
12,0.10998179698911233
13,0.10985851963999772
14,0.10985638397192127
15,0.109752435140433
16,0.10643797648678315
17,0.10470593186977083
18,0.0852134825654929
19,0.06649785207628317
20,0.05821577278573931
21,0.03311813000746584
22,0.02886425361183684
23,0.02704583890564138
24,0.02265911993241323
25,0.016659544046682632
26,0.01190780547816325
27,0.009706718690957785
28,0.009651453568697026
29,0.008815996393644939
30,0.008503080265680411
