,model
0,inf
1,1.7094623931335249
2,0.8461228180227828
3,0.5342523271748411
4,0.13176042620214792
5,0.1295562599069966
6,0.11401029159223862
7,0.1139882107744173
8,0.11178293785903819
9,0.11101419433499024
10,0.11100292204007331
11,0.11100281129624923
12,0.11100224099240402
13,0.01922490825254809
14,0.018640715156555392
15,0.01844084199840732
16,0.018164207339011338
17,0.017813667439508886
18,0.0175891712958751
19,0.01722792856930685
20,0.012356916851063209
21,0.012331983531922754
22,0.012038540780890535
23,0.01178579482380719
24,0.011497848323182888
25,0.011036260138845084
26,0.010813875741297488
27,0.010779293690262771
28,0.010652828463975382
29,0.010096971579817407
30,0.009376301734940492
31,0.009348166934754817
32,0.00923935206548424
