,topology
0,inf
1,0.116772578757301
2,0.11676902578301877
3,0.11675664659397415
4,0.11097583211273315
5,0.11071466665579882
6,0.1107117415228586
7,0.1107061451695818
8,0.11070410199566846
9,0.11070353644271659
10,0.11046564269663657
11,0.11046471687116076
12,0.11002485312204552
13,0.10999084598861271
14,0.10999057796686967
15,0.10999015241603784
16,0.10998988583211856
17,0.10998221026137278
18,0.10983814288235137
19,0.10983472672512301
20,0.10980100896458549
21,0.10704933325226804
22,0.09811121133381036
23,0.09773848517866701
24,0.09720949868585164
25,0.09694164313883558
26,0.09498766183851004
27,0.09491950650129533
28,0.09480416756615964
29,0.09471455979005998
30,0.07318705568934236
31,0.07239581640233593
32,0.05727425911430074
33,0.05727188586638247
34,0.056856057658501505
35,0.05653689880499657
36,0.04462272997080463
37,0.04276227471981461
38,0.042376179593939245
39,0.04158514942413632
40,0.04144098542368007
41,0.03303430783515448
42,0.03250615406805629
43,0.03247049030462754
44,0.031855529096047455
45,0.018426520184407446
46,0.018318185569887645
47,0.01780371537565325
48,0.015778657840128642
49,0.015067971643622668
50,0.01494764417785965
51,0.014944726573732027
52,0.013465933503702579
53,0.012321575437719431
54,0.010383586248836977
55,0.009481656421394724
56,0.00924473506192104
57,0.009123488254607579
58,0.008970318759381183
59,0.008759378969242778
