,weights
0,inf
1,0.18098938502918088
2,0.14206164652660844
3,0.07756091787990306
4,0.0753714996687571
5,0.07020621474729817
6,0.05826924170058399
7,0.049727998029452936
8,0.043650841938357124
9,0.03912429524323466
10,0.03846692639311583
11,0.02596759637485107
12,0.020789259733337784
13,0.020124941411769008
14,0.016581081248576993
15,0.01593744568061914
16,0.013271620036239263
17,0.01243035283257538
18,0.012227663412574911
19,0.01201324399347158
20,0.01179340291242673
21,0.011227233573004128
22,0.009494974472000912
23,0.009380858434562215
24,0.009296505690287997
25,0.008870935780631499
