,output_layer
0,inf
1,3.3119068864073816e+21
2,0.9259985825003549
3,0.3736967713943887
4,0.2092876996104309
5,0.1359533077874829
6,0.11839055818960396
7,0.11544080024070817
8,0.1146558702907969
9,0.11193601629544306
10,0.08976661926865635
11,0.03795293768769709
12,0.03686618164042911
13,0.036373935254454995
14,0.03627306642472155
15,0.02850869435987647
16,0.028454321776320953
17,0.024873526480621827
18,0.02477193978035111
19,0.021943217584854686
20,0.021089851222454017
21,0.02090221913842389
22,0.019359024648572584
23,0.019308073233825485
24,0.016419710892316565
25,0.016292377424424874
26,0.013609280750533892
27,0.013189151592136551
28,0.013010350820495665
29,0.012887396677897527
30,0.01271182131118658
31,0.012558103851398134
32,0.012038540780890535
33,0.012032401358999597
34,0.01190632395947288
35,0.011480071931205224
36,0.010975354675334163
37,0.010465299352181453
38,0.010072115920851511
39,0.009953003015092356
40,0.009866794189459906
41,0.009744367558036838
42,0.009596868954484437
43,0.009344536261332437
44,0.009308698152216879
45,0.009303706641336899
46,0.009299550776534238
47,0.00914799996736093
48,0.009145795483632684
49,0.009124559613601929
50,0.008948321688673091
51,0.008913553619417458
52,0.00891149532884809
