,hidden_layer
0,inf
1,0.6947065117497034
2,0.2562309139160881
3,0.18456581191493404
4,0.1756421025434556
5,0.15966037174548006
6,0.11455111523668046
7,0.10040872293469205
8,0.09966772767432662
9,0.09255080840950794
10,0.0801541492850468
11,0.07924800997112369
12,0.07436653394137917
13,0.07366228071562556
14,0.07146274866919371
15,0.06810650989716985
16,0.06750563413699856
17,0.06416139012222102
18,0.05853876894941723
19,0.05457722378441169
20,0.05361471893333446
21,0.05343424785311082
22,0.05270311464813424
23,0.052238867612879665
24,0.04864471096730335
25,0.04731055663561096
26,0.047200068153749344
27,0.04686450929405093
28,0.04661023880882286
29,0.0463092178940286
30,0.04625659244189936
31,0.04623170363363255
32,0.03367902434925055
33,0.02641793638623256
34,0.02539034852537313
35,0.024651204148746334
36,0.02446683165932708
37,0.024328956011210434
38,0.013268605090643428
39,0.012840000897186359
40,0.01243035283257538
41,0.011013258477542127
42,0.009673325362145428
43,0.009589333735318598
44,0.008284357157458804
45,0.008202637419901198
