,hidden_layer
0,inf
1,1.7277963821823594
2,1.7131675684467251
3,1.7120473749343246
4,1.7120108380180274
5,1.6764410128858613
6,1.6702396513298075
7,1.6628007473251232
8,1.2156807334121382
9,1.1787483163459234
10,1.1543236574756313
11,0.9676018682005157
12,0.5917336736341136
13,0.5531186436389586
14,0.4117731544689183
15,0.3829278507081931
16,0.2488791216513685
17,0.11544077108994055
18,0.11477007922855804
19,0.1113454503843507
20,0.11134128166394672
21,0.11122843529434995
22,0.1112222906672621
23,0.110995600241851
24,0.110880309242815
25,0.07700069732265688
26,0.06505808554488783
27,0.06504120219390831
28,0.06105338483979064
29,0.05284688057465017
30,0.04022796067919976
31,0.03941114186219661
32,0.03924723671350977
33,0.03884747885026586
34,0.03865588581372569
35,0.03298324438837124
36,0.030956070347889084
37,0.030934360990950163
38,0.028477570575940775
39,0.02212751718111154
40,0.021542648173063783
41,0.021205695440823836
42,0.0209364129006122
43,0.020520148018418144
44,0.019691374900771073
45,0.01918349501920045
46,0.017885924323547995
47,0.017717025424533135
48,0.01751890866572167
49,0.014537405975661218
50,0.013699237534578674
51,0.013536152001770274
52,0.012642712316574222
53,0.012136173363528553
54,0.011924972002950297
55,0.011587216998105568
56,0.011229314182701572
57,0.010888062274275684
58,0.010815943503239115
59,0.010753949390576315
60,0.010601527199377984
61,0.009756181858051162
62,0.00963512072390515
63,0.009451656858625049
64,0.009447823063271023
65,0.009443773088986028
66,0.00927150615581204
67,0.009268876869202728
68,0.008529792527641637
