,topology
0,inf
1,0.6405078401129913
2,0.6403784850048384
3,0.6401366322407319
4,0.6399005323183332
5,0.6395945167057498
6,0.639498608684082
7,0.10757479412267142
8,0.10757479179163999
9,0.10757479082036442
10,0.09293179661063376
11,0.09292184521221736
12,0.0925809111502806
13,0.09248698533573997
14,0.0924136073336641
15,0.08131163173850713
16,0.08127742332559666
17,0.08121362331770905
18,0.08120492789468994
19,0.07593311299817777
20,0.07591566443332558
21,0.05870561669834369
22,0.0585243627586783
23,0.058479538114455054
24,0.058286920324621426
25,0.05816783802006954
26,0.053502914713096886
27,0.046447158597456385
28,0.04638430072549879
29,0.04638035550885924
30,0.04619749928934926
31,0.03732144013422661
32,0.03719445616933489
33,0.03715409407694884
34,0.036650005146918824
35,0.034595297486693766
36,0.03417332668894898
37,0.033875169292559994
38,0.03348451316977766
39,0.03346893419799755
40,0.03302192640489239
41,0.032729457852365224
42,0.03261848760730083
43,0.032419472556173654
44,0.03197822733939525
45,0.03194853238269342
46,0.03182408205673775
47,0.02931137908456414
48,0.018842141912467414
49,0.018761568699914327
50,0.017562534695108184
51,0.01744253008925229
52,0.017087507545200713
53,0.017018544275819943
54,0.01243035283257538
