,topology
0,inf
1,387514.1620543092
2,4980.448466274447
3,1298.8511381608155
4,0.34816036941789447
5,0.20482429015796175
6,0.20467752881316853
7,0.20455765020287314
8,0.2043634623167281
9,0.14748940864414167
10,0.1453815903509577
11,0.14537856591630746
12,0.1293132910846905
13,0.12931166118735238
14,0.12931088802681096
15,0.12930994916153893
16,0.10554934623128358
17,0.1048594045816702
18,0.10485913613983729
19,0.1047872470471685
20,0.10343985889411814
21,0.10339763758499251
22,0.10339472034993541
23,0.0985813963640615
24,0.09853275484202091
25,0.09786692905236657
26,0.09783949203382449
27,0.097825779188247
28,0.09780707620103557
29,0.09779551415536636
30,0.09597523658812615
31,0.095946009356332
32,0.09591681776618902
33,0.09591514921319823
34,0.09591370680693528
35,0.09579979324802533
36,0.09574951871620367
37,0.09574819709519737
38,0.09572487451393887
39,0.09571395645161494
40,0.09565924574226789
41,0.09288671061262838
42,0.09284836967833895
43,0.09284697736126665
44,0.07874424813896766
45,0.07865758296427013
46,0.07859735751084568
47,0.07409792664508552
48,0.07402297333949212
49,0.07400235846958846
50,0.07388910040056872
51,0.07383518900962369
52,0.07380465600490455
53,0.07250590468267167
54,0.07231268222874754
55,0.0723026436835175
56,0.07222627040553581
57,0.07221145910960457
58,0.07216141424646837
59,0.07207382700321524
60,0.07167123114264508
61,0.07146983873845308
62,0.07128333197567441
63,0.0672862209803899
64,0.05590082013674861
65,0.05452275371195583
66,0.054390458207218426
