,weights
0,inf
1,0.2976246159062281
2,0.29043184306148084
3,0.2712547828738905
4,0.26969279482886765
5,0.2423533066390136
6,0.2312729087601853
7,0.18624159324202283
8,0.170973881042425
9,0.10765115367336626
10,0.10694185456461038
11,0.1059376181821887
12,0.10428081484478333
13,0.10308871506319159
14,0.0929182392881785
15,0.09073614796969912
16,0.08952343101015955
17,0.08935133971596099
18,0.08922075869088036
19,0.08920775139435215
20,0.08558772781995509
21,0.08359185371616037
22,0.08133100170734915
23,0.08073848687800389
24,0.07908221739752495
25,0.07633996496959765
26,0.06015506710913813
27,0.06008628466693472
28,0.05999342059073744
29,0.05992433701647098
30,0.059912347461577115
31,0.059810068191106444
32,0.05907441657077732
33,0.05884190667449627
34,0.058155480583162895
35,0.05578034693156443
36,0.05507415651237801
37,0.05397472389083333
38,0.053775471389627336
39,0.0515413187995705
40,0.027175819461800494
41,0.024929698736921423
42,0.02107531269336453
