,topology
0,inf
1,0.8898881134275415
2,0.14081499421157062
3,0.1408000633781825
4,0.14068979707092474
5,0.1406504962868421
6,0.14061550828138758
7,0.12977344871693994
8,0.10699898430449827
9,0.10311808065821265
10,0.10311238945936901
11,0.10305431191118491
12,0.10298054860549895
13,0.08863392220069936
14,0.08859942426712376
15,0.08850030988876689
16,0.08837296803654861
17,0.08834612452352035
18,0.08808506214578847
19,0.08482403429767627
20,0.08479567306631432
21,0.08440711512938104
22,0.08440191388060518
23,0.08440007331739448
24,0.08422453729043869
25,0.08413665466246478
26,0.06839304222602276
27,0.0680884809260584
28,0.06807902108735742
29,0.06688813623465943
30,0.06645570886190526
31,0.06638278689836376
32,0.06589993431757411
33,0.06575378906643466
34,0.04594041645481223
35,0.04071479693952513
