,topology
0,inf
1,0.2891091548609487
2,0.11703866539215783
3,0.11131244539747498
4,0.11006430926306343
5,0.10959775541472142
6,0.10957265342404145
7,0.10950587106276193
8,0.1095054434928181
9,0.10950532971635366
10,0.10950432126990355
11,0.10428081484478333
12,0.089292901387187
13,0.08834963533302578
14,0.08831557326088046
15,0.08826352743778647
16,0.08826172567884677
17,0.08820981400588766
18,0.08819609431305676
19,0.08813731249935933
20,0.08797580333927985
21,0.08789879651718084
22,0.0856450185103568
23,0.08547811314934116
24,0.08542034094455608
25,0.08538555747593767
26,0.08537802888017103
27,0.08533561350422797
28,0.08500696386226395
29,0.08443198576995953
30,0.0844189129456835
31,0.08432113823236519
32,0.07942001831440614
33,0.07913748035784779
34,0.06921482201346933
35,0.06846806577288629
36,0.06837609776462653
37,0.05982629239647935
38,0.05972092339678716
39,0.05968316899801357
40,0.059557668724042966
41,0.05663426529601483
42,0.05641630496452083
43,0.05363923925171368
44,0.05356399214848757
45,0.0516362023109673
46,0.05092971486151624
47,0.05051710068065196
48,0.03734110584245922
49,0.03720422584830559
50,0.03710777885271606
51,0.03707314217832044
52,0.03310596945817824
53,0.032954035748670535
54,0.03269644711321606
