,weights
0,inf
1,0.8761845995507637
2,0.8587006360292339
3,0.14626955561521365
4,0.14452558724093606
5,0.14081398880479132
6,0.1385049757449374
7,0.12772126550909516
8,0.11123899521695271
9,0.10719399355500246
10,0.1071790798307942
11,0.0977427073387638
12,0.09035300805275384
13,0.0888030837327076
14,0.08849017414238222
15,0.08525595478488
16,0.08473951423997722
17,0.0708380932300989
18,0.06606148421890706
19,0.06339399001321591
20,0.06335191632393443
21,0.06232760796454594
22,0.062320710685815156
23,0.06230220744831027
24,0.058729702086116865
25,0.050669731642900985
26,0.049829924129174745
27,0.047115894794306036
28,0.04594041645481223
29,0.03855092433288013
30,0.0384330854306979
31,0.03785462517216927
32,0.0377587097423364
33,0.03775359367039375
34,0.03767007372211514
