,model
0,inf
1,0.2891091548609487
2,0.2888770428933983
3,0.28785370795906645
4,0.18690660032163653
5,0.1697988286001447
6,0.11610774456314428
7,0.11608846492214006
8,0.1132862742309684
9,0.11091960884028149
10,0.10958194625489676
11,0.10918257584708732
12,0.10428081484478333
13,0.10427162474822602
14,0.08952838559873948
15,0.08949279731066001
16,0.08805707681865603
17,0.08556732790409785
18,0.08518201014801816
19,0.08482334169904003
20,0.08444616234231055
21,0.07921220910575812
22,0.0688902747833031
23,0.06866261478429779
24,0.0684995538738749
25,0.05992952327260693
26,0.05989872944044435
27,0.059875996899459834
28,0.056449109228050964
29,0.05641197147867288
30,0.05631493526286693
31,0.056274953678308294
32,0.053650075029038576
33,0.05137560909728326
34,0.050677834899086026
35,0.04775939776736978
36,0.04771017830459265
37,0.042544558512155044
38,0.042200195564854825
39,0.042108772728307944
40,0.03720366935244772
41,0.032838552811617495
42,0.0327923392906549
43,0.03261654952047822
