,topology
0,inf
1,1.7110103294619425
2,0.11666008386910214
3,0.11101445450769923
4,0.11100897146212435
5,0.11100036532825203
6,0.11100007736925008
7,0.11099375145923453
8,0.07073739007457894
9,0.07050863803273928
10,0.0478312163771337
11,0.047790004323628836
12,0.04628066199875301
13,0.04615468132772925
14,0.04534674540265245
15,0.04510774670437456
16,0.04505221306434977
17,0.03381190046015694
18,0.033184049272271095
19,0.03285473715579724
20,0.03039717191653139
21,0.02781364993338946
22,0.0266630664514111
23,0.02663735144981846
24,0.026210703629080095
25,0.022590900527055893
26,0.021981296674244134
27,0.02144551038635775
28,0.020009585756381
29,0.01944684052940358
30,0.019188448315136223
31,0.018991819073936028
32,0.01818412097032309
33,0.017214930882878104
34,0.017161487762367273
35,0.01153013476258256
36,0.011293504692215704
37,0.011013727792952299
38,0.010267804869162823
39,0.01021006867905865
40,0.010141127400025584
41,0.01011773637459671
42,0.010002918751799868
43,0.009823582126588315
44,0.009376301734940492
