,output_layer
0,inf
1,0.20212813085434012
2,0.11225973875088771
3,0.10970230205489262
4,0.10959180867474351
5,0.10550271739816272
6,0.10386397223122272
7,0.10309408942889263
8,0.09799642555875906
9,0.08716015504320193
10,0.08704035639606232
11,0.08700194002342927
12,0.08495901791762824
13,0.07780570694849691
14,0.07095494748387983
15,0.06961645197257602
16,0.06861853069988141
17,0.0681569072196188
18,0.06022167660809347
19,0.05708898791597048
20,0.05650203996978481
21,0.056158599349410164
22,0.053487953711295756
23,0.05088359663085907
24,0.048475950655876045
25,0.04752640238201608
26,0.03881366127218869
27,0.034927631106042384
28,0.03378364473346876
29,0.03267303154965902
30,0.030633463916437877
31,0.02653140390997132
32,0.02565057209904426
33,0.024902100701991964
34,0.024298150683102426
35,0.02240542478565802
