,model
0,inf
1,0.8904208538064596
2,0.6397882381208048
3,0.5707612506441839
4,0.5705239197499045
5,0.5704438585919155
6,0.22204298656423532
7,0.22182962508106638
8,0.1449659805475042
9,0.14479172710891575
10,0.14475457960698546
11,0.14473345129281023
12,0.09275008660631207
13,0.0927317185076616
14,0.092685563604654
15,0.08139524318475747
16,0.08114423732017315
17,0.07619892874636126
18,0.07601732086240033
19,0.07355740134569015
20,0.0730932718926383
21,0.0586606198268628
22,0.05573567483428245
23,0.05531204432758824
24,0.055121806102620644
25,0.05062603793825492
26,0.046369694561528375
27,0.04636968585971593
28,0.04633679477690435
29,0.046323818845647624
30,0.038206709570784994
31,0.037593008371524135
32,0.036744225606493014
33,0.03447282032890589
34,0.033594318151558396
35,0.032500174097680135
36,0.03071125531251297
37,0.02931137908456414
38,0.01802543127234664
39,0.013400135941732347
40,0.01324034186278797
41,0.01243035283257538
42,0.011066075600278757
