,weights
0,inf
1,0.32784750879892877
2,0.3278470855229106
3,0.32784407160333984
4,0.3278418427006185
5,0.32783110270432914
6,0.32747304822632145
7,0.32215354654112077
8,0.17005684223535006
9,0.15236368824095717
10,0.14979911349813957
11,0.12653102116557796
12,0.11655249229154675
13,0.11344862893356392
14,0.10497521901610789
15,0.09746120870045877
16,0.09733039155376566
17,0.08653950118046819
18,0.07183001447495406
19,0.06764626976239216
20,0.05356617471691561
21,0.04800155530320238
22,0.04717578039246795
23,0.04651974830584139
24,0.04637008304158867
25,0.04598305651166966
26,0.04549092018237635
27,0.04514363653989527
28,0.04396620708594908
