,topology
0,inf
1,0.3555556973718947
2,0.3555554170403458
3,0.3555549578112384
4,0.35555445478001774
5,0.2568665242822823
6,0.21197413341894386
7,0.21117156512353943
8,0.11243199386032375
9,0.10563863794143442
10,0.10502873865159411
11,0.10502872912566409
12,0.105028718287821
13,0.10472144609378502
14,0.10471633216530063
15,0.10470621375492126
16,0.10300482276234096
17,0.10182040132312765
18,0.10181372062290082
19,0.1018074225553359
20,0.10178497883366543
21,0.10177619579501435
22,0.10176965465815059
23,0.10176785515269354
24,0.09888635789969517
25,0.09884336658347113
26,0.09884076434021973
27,0.09880836802019467
28,0.09525350698008206
29,0.09522517689905542
30,0.09520615874583702
31,0.09519570713260156
32,0.09518690316582867
33,0.09517186448955624
34,0.09450846862067773
35,0.09446131200748299
36,0.09366010649732291
37,0.09365574186819223
38,0.09365092689514705
39,0.09362863665661662
40,0.09362216028175652
41,0.08678503308526116
42,0.08675938726367417
43,0.08668214590240547
44,0.0866816764722723
45,0.08664871041370133
46,0.08482514252794372
47,0.08481356518386386
48,0.08480992254711635
49,0.08480904980936708
50,0.08480772151447079
51,0.08478151798967634
52,0.08478005205437229
53,0.07858248706082539
54,0.07857214038669029
55,0.07857212825599788
56,0.0785720271943192
57,0.07708656629637824
58,0.07705756777624097
59,0.07705567693170005
60,0.07501075679419714
61,0.072263495858922
62,0.07152278346578265
63,0.07149437084247082
64,0.07147648826047309
65,0.07145289112407904
66,0.07139583151276273
67,0.06948918446851905
68,0.06843228691360832
69,0.06839366361810548
70,0.06836624750205947
71,0.06833720177624436
72,0.06649398841885222
73,0.06646974125743237
74,0.06637798441431449
75,0.06626089235143959
76,0.06621400592121837
77,0.06572758823521306
78,0.06568885587839901
79,0.06568051514932724
80,0.06565667232200892
81,0.06563523341787067
82,0.06024648879920386
83,0.060215689217681
84,0.06017514807117213
85,0.06017277063153566
86,0.06016161191318144
87,0.06014632450256335
88,0.059850865001376
89,0.052453978772218315
90,0.052439602354822965
91,0.052395333998275916
92,0.049630938556573814
93,0.04953907930297875
94,0.049530975451514914
95,0.049435478750834545
96,0.048774388818932805
97,0.0487389623555086
98,0.04872975102601811
99,0.04872188635933245
100,0.04863499224158422
101,0.04758272085924802
102,0.04724859935051979
103,0.04721643918033264
104,0.0458627083358898
105,0.04542594441746906
106,0.035509312232368605
107,0.035469400994499474
108,0.03536574548059681
109,0.02977866489915633
110,0.02973232570710654
111,0.029531132523935112
112,0.029138779344601455
113,0.029000547422521453
114,0.02871521792040367
115,0.02357114248958494
116,0.023342727303678666
117,0.023301582119499002
118,0.02305099301549674
119,0.018678077985061856
120,0.0182309425936238
121,0.0179787537410039
122,0.016531855828467137
123,0.016416475764715086
124,0.01597765605900688
125,0.015914848559966326
126,0.01480742239375911
127,0.01477633522097616
128,0.014491172541093465
129,0.014168649563260862
130,0.013806128727506388
131,0.013715030762100565
132,0.01342893632614184
133,0.012821597132670374
134,0.012545330603170372
135,0.012458870056044033
136,0.012425312299199324
137,0.011243495014122524
138,0.011212180135688622
139,0.01052231957730772
140,0.010100170055110741
141,0.010062587174971315
142,0.009928851941433909
143,0.009789613900761617
144,0.009763825948203995
145,0.009763492488462564
146,0.009761183621404055
147,0.009751351069547297
148,0.009736210380301933
