,output_layer
0,inf
1,0.8519843253439661
2,0.23238776898901284
3,0.22673423541680146
4,0.1771959998754081
5,0.1419153666244731
6,0.13148563781006298
7,0.11478226365571972
8,0.0291412526588988
9,0.025702325770559663
10,0.024128956586010435
11,0.023976263344297158
12,0.020493302847481302
13,0.017778614176736575
14,0.017172562283979394
15,0.01679156948152371
16,0.015533812688525361
17,0.015397414243499398
18,0.014001709389817079
19,0.01243035283257538
20,0.012418234869106473
21,0.011149721927007744
22,0.010411486621375502
23,0.009914089379785591
