,output_layer
0,inf
1,0.49894575115
2,0.427503997995
3,0.425975980772
4,0.411536465989
5,0.339978436979
6,0.334574823628
7,0.327135798104
8,0.322988160196
9,0.322979333921
10,0.315020272062
11,0.307013807146
12,0.300817592434
13,0.300524190186
14,0.295996572572
15,0.295790479959
16,0.294942148139
17,0.28904477157
18,0.289016452478
19,0.288719240271
20,0.28818576745
21,0.287495782599
22,0.285638947893
23,0.28438707323
24,0.284062595072
25,0.283886188479
26,0.282233022187
27,0.281630995082
28,0.281204198179
29,0.280707484376
30,0.278197049266
31,0.277855241501
32,0.276413082663
33,0.275716795635
34,0.275208640253
35,0.275184437468
36,0.274747062194
37,0.274133086227
38,0.272830705466
39,0.272677020421
40,0.27218657633
41,0.271148687876
42,0.27002969852
43,0.269147090088
44,0.268366050733
45,0.268178516443
46,0.267295253031
47,0.267220492814
48,0.266748661502
49,0.26469412173
50,0.263744554942
51,0.262959779993
52,0.259062575835
53,0.247160969268
54,0.246517652835
55,0.245854579993
56,0.243727534552
