,output_layer
0,inf
1,4.15448125999
2,2.17354564153
3,0.39629698045
4,0.349381189632
5,0.322715297959
6,0.3129143286
7,0.312836461178
8,0.303772284221
9,0.30075303543
10,0.297789892239
11,0.29310340604
12,0.29286337275
13,0.292632259145
14,0.292221509261
15,0.292053530817
16,0.291854380567
17,0.290390468911
18,0.289993079764
19,0.289889200555
20,0.289416074133
21,0.289360135089
22,0.28910143188
23,0.288329062643
24,0.288321867439
25,0.28826938129
26,0.288246833357
27,0.287821664731
28,0.287815155064
29,0.287385673221
30,0.287075038728
31,0.286979232725
32,0.285812192809
33,0.285713031154
34,0.285710314538
35,0.285588136896
36,0.284946531493
37,0.284838632102
38,0.284781882471
39,0.284359329785
40,0.284210804676
41,0.283754778455
42,0.283510793114
43,0.283448177658
44,0.28344600416
45,0.283400916566
46,0.283363021951
47,0.283171283953
48,0.282188226455
49,0.282139204948
50,0.282126686724
51,0.281876870006
52,0.281708423906
53,0.281639069695
54,0.281529946241
55,0.281506845202
56,0.281319410162
57,0.281021660075
58,0.279846540982
59,0.278443375469
60,0.277611422613
61,0.27748317011
62,0.277283537252
63,0.27633870585
64,0.275641346067
65,0.275152206347
66,0.274842842053
67,0.273226117677
68,0.273103853669
69,0.273036689779
70,0.27270440385
71,0.269961569063
72,0.268531497422
73,0.268036715882
74,0.265384473898
75,0.26488110332
76,0.263940446037
77,0.262679016549
78,0.261672675747
79,0.261134508475
80,0.26102270241
81,0.260218420378
82,0.254528220777
83,0.254424447722
84,0.254122325135
85,0.254103417478
86,0.253209189095
87,0.252820670418
88,0.252777772448
89,0.252608808251
90,0.249580308548
91,0.248996754175
92,0.248559783588
93,0.247216620584
94,0.245392827429
95,0.244242774059
