,hidden_layer
0,inf
1,0.683315845807
2,0.682874756834
3,0.40757970779
4,0.387688305402
5,0.290471756466
6,0.290084187648
7,0.288709288533
8,0.288650638076
9,0.288615117584
10,0.288592949392
11,0.288510370098
12,0.288414336021
13,0.288015163327
14,0.288000440941
15,0.287808264799
16,0.287615833562
17,0.287569952643
18,0.285268141038
19,0.285134339095
20,0.285121749057
21,0.285041060597
22,0.284734456632
23,0.283727750112
24,0.283716470854
25,0.283378559538
26,0.282884619051
27,0.282805164333
28,0.282599110541
29,0.281943275098
30,0.281773856843
31,0.281223595246
32,0.281213112135
33,0.281044920464
34,0.280052991295
35,0.278911038627
36,0.278702174691
37,0.278602472062
38,0.277451906987
39,0.277307653552
40,0.277288209356
41,0.275047026519
42,0.274843946391
43,0.274005999665
44,0.273744046224
45,0.273686469899
46,0.273662760459
47,0.273228281351
48,0.272997859025
49,0.272660230055
50,0.268945941828
51,0.263051439203
52,0.258721054351
53,0.257837354071
54,0.257412953765
55,0.256171811126
56,0.255556612012
57,0.254951060494
58,0.254670718049
59,0.253223164205
60,0.252942401023
61,0.250014264302
62,0.249750401098
63,0.241510210355
64,0.237736486004
65,0.23662532841
66,0.233455284861
67,0.232585638653
68,0.231975223465
69,0.231969982971
70,0.231237840357
71,0.230412231784
72,0.227807421166
