,weights
0,inf
1,0.430117931261
2,0.429466639284
3,0.429176905429
4,0.423216037432
5,0.423180985671
6,0.422563361286
7,0.327531798559
8,0.31270671143
9,0.310362316786
10,0.306940791598
11,0.306411289143
12,0.305413150928
13,0.29037502182
14,0.289935690822
15,0.289140094238
16,0.288559836796
17,0.288376960804
18,0.287899027669
19,0.2873448519
20,0.287005228166
21,0.285866140857
22,0.285304895476
23,0.284587218858
24,0.284453759904
25,0.284414131952
26,0.284309858848
27,0.284055039127
28,0.284005502464
29,0.283912964471
30,0.283624690816
31,0.283352220075
32,0.283178840194
33,0.283068865973
34,0.282951178112
35,0.282458831093
36,0.281855166462
37,0.279790106473
38,0.279412200687
39,0.279280137262
40,0.278634145681
41,0.278471656266
42,0.278138453184
43,0.277476372556
44,0.275811601758
45,0.273859364136
46,0.272938444434
47,0.272124958292
48,0.272120193137
49,0.271630753009
50,0.271387044316
51,0.271325356261
52,0.271063249332
53,0.270917309669
54,0.270579440025
55,0.26962294055
56,0.268702210772
57,0.26818009542
58,0.267696118334
59,0.267087975995
60,0.26640675523
61,0.264770881158
62,0.264093504142
63,0.263150975011
64,0.247876403457
65,0.247189382473
66,0.247027935911
67,0.246878888672
68,0.246081336316
69,0.245135278165
70,0.242163464232
71,0.240765876427
72,0.239766556756
