,topology
0,inf
1,0.72538304589
2,0.719738203092
3,0.296343957877
4,0.288241919945
5,0.28725267719
6,0.285605361621
7,0.285466266116
8,0.285450125528
9,0.285253770116
10,0.28506690453
11,0.284948186858
12,0.284879886101
13,0.283894077363
14,0.283648325849
15,0.283437293941
16,0.28198888151
17,0.281515729223
18,0.280399266732
19,0.279868749562
20,0.277351793331
21,0.275743846547
22,0.275331171045
23,0.275030909049
24,0.274231002982
25,0.273923233138
26,0.271419401984
27,0.258502491861
28,0.256205835092
29,0.255085422694
30,0.25322550553
31,0.250014264302
32,0.24831163598
33,0.24172728668
34,0.233210125983
