,model
0,inf
1,0.393627888364
2,0.393627261126
3,0.362968685939
4,0.297011352612
5,0.297011111958
6,0.295889773154
7,0.295889773131
8,0.295889773085
9,0.294804579206
10,0.294791834898
11,0.294791483632
12,0.294791458596
13,0.294790621004
14,0.294786235171
15,0.294784337105
16,0.29478396935
17,0.294777262886
18,0.294775921551
19,0.294685122681
20,0.294670866436
21,0.294665392854
22,0.294615546965
23,0.294557521512
24,0.294503476059
25,0.294401685729
26,0.294399135335
27,0.294370342972
28,0.294341814001
29,0.294331843593
30,0.294300854568
31,0.294251968256
32,0.29403632479
33,0.29365883919
34,0.29283976626
35,0.292781360436
36,0.292638365756
37,0.292555262224
38,0.292495580171
39,0.292374976729
40,0.291961308734
41,0.291752617749
42,0.289590533082
43,0.289309144511
44,0.288775004342
45,0.288497037284
46,0.285915561616
47,0.28497638506
48,0.283809494014
49,0.283001049155
50,0.280807711126
51,0.275667976229
52,0.274977668497
53,0.273650659465
54,0.272848746064
55,0.272148861233
56,0.270509874466
57,0.270062792925
58,0.268245642562
59,0.267109665175
60,0.267038405516
61,0.266709400793
62,0.265368343525
63,0.26536563592
