,hidden_layer
0,inf
1,0.706369783758
2,0.433970947717
3,0.329010975887
4,0.315668588545
5,0.314395225035
6,0.31219084127
7,0.294054561905
8,0.293389475015
9,0.291750295026
10,0.289015022663
11,0.288024387646
12,0.284630167825
13,0.280721810317
14,0.279224222686
15,0.278882772511
16,0.275539456371
17,0.274618220508
18,0.27310913747
19,0.269430258456
20,0.2543970856
21,0.253681038129
22,0.248404028195
23,0.247481092248
24,0.240721554841
25,0.240326082857
26,0.237817520129
27,0.226669975881
28,0.226018238603
29,0.225024955648
30,0.224920599657
31,0.224291967119
