,weights
0,inf
1,3.89180213441
2,3.86588405295
3,3.71766051018
4,3.51937431071
5,3.19168747029
6,2.97831780574
7,1.57707286507
8,0.941857070161
9,0.60134966938
10,0.513948988799
11,0.314685868673
12,0.314681472448
13,0.31466683869
14,0.314651228204
15,0.314305252306
16,0.314249639275
17,0.314095625849
18,0.311226003858
19,0.311185376873
20,0.31099209594
21,0.310674525854
22,0.310359580248
23,0.307956268415
24,0.307820310591
25,0.307251213484
26,0.307039018027
27,0.302068925979
28,0.302060386196
29,0.302060308098
30,0.302059976632
31,0.302059815852
32,0.302059630466
33,0.302058327838
34,0.302054274551
35,0.296168465463
36,0.296028216071
37,0.293141636382
38,0.292884007622
39,0.292686305212
40,0.292595671798
41,0.292533223096
42,0.292525907674
43,0.292452030461
44,0.29235532958
45,0.292339461849
46,0.292170018361
47,0.291497777863
48,0.291469960593
49,0.291242489128
50,0.29119590495
51,0.291140252236
52,0.290382465589
53,0.290341921222
54,0.290280353018
55,0.290167638097
56,0.290109830961
57,0.289998307716
58,0.28995072115
59,0.289675055896
60,0.289626039248
61,0.289530469751
62,0.289439002604
63,0.289367263906
64,0.289234788653
65,0.288270755766
66,0.28820039746
67,0.28804803883
68,0.287899513296
69,0.287796876832
70,0.287755755382
71,0.287403672651
72,0.287081829933
73,0.286224201607
74,0.286220838083
75,0.285574449579
76,0.28546697679
77,0.285403888042
78,0.284478266109
79,0.284333273594
80,0.284172144852
81,0.284120974003
82,0.283999660612
83,0.283829076803
84,0.283432354735
85,0.283299985351
86,0.283128548266
87,0.283088451073
88,0.283064737509
89,0.283064324495
90,0.283007614917
91,0.282479167088
92,0.282114693987
93,0.281962907082
94,0.281937877245
95,0.281913013222
96,0.281844526003
97,0.281798610433
98,0.281681553165
99,0.28164111788
100,0.281579517425
101,0.281496551386
102,0.281427431837
103,0.281074005075
104,0.281021660075
105,0.280642496241
106,0.280069004528
107,0.279994705177
108,0.279856573613
109,0.279665769178
110,0.279470675675
111,0.279464122223
112,0.279451824834
113,0.279448580085
114,0.279234007649
115,0.279129933657
116,0.277556775957
117,0.276722754963
118,0.276531236503
119,0.276124415784
120,0.275554823338
121,0.274842842053
122,0.274484371851
123,0.274298096808
124,0.274294091961
125,0.273708712818
126,0.273408136276
127,0.273156771975
128,0.272934148377
129,0.272815295119
130,0.272692328347
131,0.272202806564
132,0.272054797188
133,0.272007140899
134,0.271835216759
135,0.271037751195
136,0.270994783046
137,0.268807503605
138,0.268477758702
139,0.268144430003
140,0.266174622671
141,0.265472488848
142,0.265031016879
143,0.265006776362
144,0.264282220616
145,0.264270679963
146,0.26133059793
147,0.260412067996
148,0.260218420378
149,0.258919204856
150,0.258847537826
151,0.258472128385
152,0.255056038427
153,0.254644023462
154,0.253735166203
155,0.25352018967
156,0.253029927344
157,0.250749431235
158,0.249633215875
159,0.249430012391
160,0.249162165405
161,0.249079277771
162,0.248996754175
163,0.248901100724
164,0.247707124503
165,0.247555668737
166,0.246882366948
167,0.246649690024
168,0.245996428113
169,0.245087059086
170,0.244865381243
171,0.243901287334
