,topology
0,inf
1,0.393627261126
2,0.297011352612
3,0.295889773131
4,0.294852524219
5,0.294850967853
6,0.294850960845
7,0.294850957561
8,0.294850955466
9,0.29485095423
10,0.294850944004
11,0.294850942764
12,0.294850941551
13,0.294850927498
14,0.294826641371
15,0.294826634745
16,0.294824754086
17,0.294783549687
18,0.294782011966
19,0.294772551903
20,0.294770340646
21,0.294683962112
22,0.294681200333
23,0.294660943672
24,0.294546501966
25,0.294492379167
26,0.29433884096
27,0.294317547584
28,0.294085734753
29,0.294081963106
30,0.293380837087
31,0.293292464155
32,0.293154561413
33,0.29312944387
34,0.293106926396
35,0.29271752397
36,0.292603723474
37,0.292339080686
38,0.292074591571
39,0.291598804178
40,0.289226167599
41,0.288928295683
42,0.288649649195
43,0.288368451334
44,0.285915561616
45,0.28497638506
46,0.284976318872
47,0.283809494014
48,0.28214218667
49,0.281859747392
50,0.281058736172
51,0.280253137665
52,0.278958936751
53,0.278473717637
54,0.278405963714
55,0.278314506373
56,0.27577312278
57,0.275643435609
58,0.27545105233
59,0.273060867381
60,0.271818272808
61,0.266125664532
62,0.262822501348
63,0.259054491476
