,model
0,inf
1,0.72538304589
2,0.721603097695
3,0.553197175868
4,0.292966373651
5,0.292955046698
6,0.2929183235
7,0.292868631108
8,0.291795082063
9,0.290202946081
10,0.290162147833
11,0.290149381467
12,0.290139834309
13,0.288577707659
14,0.288529206265
15,0.288395736024
16,0.288098190913
17,0.287989077223
18,0.287893924711
19,0.287809044999
20,0.287747242082
21,0.28764664908
22,0.287378361079
23,0.28574333551
24,0.285571021859
25,0.285451745047
26,0.285360559393
27,0.285269675077
28,0.284990294734
29,0.283963530365
30,0.283892510396
31,0.283761565716
32,0.282476759077
33,0.282275556834
34,0.281392294853
35,0.280915471437
36,0.280399266732
37,0.279868749562
38,0.279595816308
39,0.27881671954
40,0.277544451168
41,0.277351793331
42,0.275743846547
43,0.275699922551
44,0.275331171045
45,0.275030909049
46,0.274590011961
47,0.273032020609
48,0.272786550901
49,0.272359253725
50,0.255487501019
51,0.255085422694
52,0.25322550553
53,0.250014264302
54,0.248836424576
55,0.24831163598
56,0.24172728668
57,0.233210125983
58,0.233175588191
