,hidden_layer
0,inf
1,0.344602594779
2,0.332422172421
3,0.312594230438
4,0.312312204171
5,0.312303089469
6,0.310926884782
7,0.29741817337
8,0.296529328541
9,0.29629695975
10,0.295897954914
11,0.294965123944
12,0.292767402408
13,0.292728259376
14,0.292714603108
15,0.292685839978
16,0.292667427125
17,0.292512113356
18,0.292419129918
19,0.292184263308
20,0.291349329584
21,0.290731933139
22,0.29068591257
23,0.290544142877
24,0.290062145988
25,0.290014515015
26,0.289997500293
27,0.289987297201
28,0.28996327197
29,0.289922112509
30,0.289899543143
31,0.289856715057
32,0.289853787218
33,0.289816502837
34,0.289739401976
35,0.289617821377
36,0.289587670405
37,0.289569863931
38,0.289261842688
39,0.289253774169
40,0.289229020604
41,0.289166041443
42,0.28912765252
43,0.289127624857
44,0.289124141663
45,0.289107114496
46,0.289049234714
47,0.289046464976
48,0.289012781599
49,0.289009281099
50,0.288837983477
51,0.288714689596
52,0.288713592609
53,0.288605296688
54,0.288598979845
55,0.288563641317
56,0.288435731941
57,0.288369690157
58,0.288174914369
59,0.288026302478
60,0.28790392476
61,0.287815273975
62,0.287495206196
63,0.287401746247
64,0.287289206869
65,0.287132592404
66,0.286994921963
67,0.286737445258
68,0.286640590129
69,0.286511355488
70,0.286391562737
71,0.285693755619
72,0.285112386094
73,0.284968539499
74,0.284925511058
75,0.28489969746
76,0.284371520893
77,0.284339623023
78,0.283897416235
79,0.283538130226
80,0.283194239794
81,0.282637455015
82,0.282182505024
83,0.281951121263
84,0.281389283189
85,0.281322257287
86,0.28101947784
87,0.280641192896
88,0.280595481632
89,0.279751737478
90,0.279682373445
91,0.279664823589
92,0.2787577682
93,0.276956119267
94,0.275728931404
95,0.27115564817
96,0.270370615179
97,0.253682020493
