,output_layer
0,inf
1,0.878992982073
2,0.863721412435
3,0.861862921548
4,0.416700318675
5,0.353313400021
6,0.310625324818
7,0.310412242341
8,0.310333103519
9,0.306866926737
10,0.294054561905
11,0.289698479811
12,0.288360662791
13,0.288337736184
14,0.288283911041
15,0.28828002389
16,0.288196477835
17,0.283384632853
18,0.283241759176
19,0.283209511332
20,0.283202009061
21,0.275420082639
22,0.269489148975
23,0.265829440502
24,0.265735943664
25,0.2647078997
26,0.263160572932
27,0.260346302001
28,0.258031909064
29,0.251861849899
30,0.246425961327
31,0.244029157066
32,0.241615368748
33,0.241548279095
34,0.239631390452
35,0.238740792366
36,0.234612563532
37,0.234410276073
38,0.233854758128
39,0.231737757855
40,0.231629984422
41,0.230456906845
