,weights
0,inf
1,0.912625967703
2,0.88192946721
3,0.877167445527
4,0.871317495793
5,0.82199217739
6,0.811899812005
7,0.799384214673
8,0.568094581254
9,0.565815033805
10,0.551526573307
11,0.386430374242
12,0.32313095954
13,0.323130693671
14,0.323120304363
15,0.323111583285
16,0.323110105646
17,0.3230133265
18,0.294054561905
19,0.291898308507
20,0.291339545502
21,0.291301621045
22,0.291294862039
23,0.290620533189
24,0.290609328124
25,0.290603511527
26,0.29033138129
27,0.290272148988
28,0.290252905903
29,0.290098181616
30,0.29001291262
31,0.288832554177
32,0.288318546518
33,0.288298291652
34,0.287068998914
35,0.281372966698
36,0.27723052585
37,0.277013877665
38,0.275432581126
39,0.27175584962
40,0.271708290355
41,0.271173675767
42,0.268962779437
43,0.265608919154
44,0.264667584973
45,0.260791205867
46,0.259858540869
47,0.252622303104
48,0.25187397926
49,0.25126195984
50,0.251254565254
51,0.250798631469
52,0.242924650499
53,0.234891927919
54,0.230330341024
55,0.2290760384
56,0.22854562
