,weights
0,inf
1,0.3950616378419388
2,0.3950332512677347
3,0.39500614386250854
4,0.3950011157973551
5,0.3949751543919796
6,0.3949654864152109
7,0.39410784600978116
8,0.3317935747244765
9,0.31691263568759764
10,0.3169064270936757
11,0.3169058800986908
12,0.31690209201475084
13,0.31687035503763905
14,0.3168589138238595
15,0.31508125302521206
16,0.3147786421966455
17,0.3143357391726829
18,0.31425502159297847
19,0.3142516435168735
20,0.3142208884099476
21,0.3141967179362392
22,0.3136132780715819
23,0.3133524989596025
24,0.3133237246137986
25,0.3133208120352256
26,0.312150962549113
27,0.3117615688130943
28,0.31149268136343156
29,0.3114735298114982
30,0.31139223717562003
31,0.31127637160834903
32,0.3112745673859573
33,0.3111807084313281
34,0.31104292433339503
35,0.3110138492631739
36,0.31096412789366285
37,0.31093031609386773
38,0.31089951788553344
39,0.3103412384546491
40,0.3100917534225763
41,0.30340706669665707
42,0.3017351307643151
43,0.3017074185148363
44,0.30110496336293274
45,0.30085865304938886
46,0.3006712790148301
47,0.3004790831518803
48,0.3004630626205658
49,0.3003441891482558
50,0.30026707811885656
51,0.2994600477469561
52,0.2993986160527251
53,0.2991704697355525
54,0.29896314589186035
55,0.29896108101151203
56,0.29888947232997326
57,0.29832010689216937
58,0.29784685451755577
59,0.2976623828155711
60,0.2972752007059544
61,0.29681031739227515
62,0.2967367434623288
63,0.2966764265547538
64,0.2965979913798304
65,0.2963526973073844
66,0.29583538385986197
67,0.2956867089431877
68,0.29542302465497794
69,0.2951273652940234
70,0.29482487145074976
71,0.2948071464556681
72,0.2944707749484225
73,0.29405460775278547
74,0.293343559618213
75,0.2932051515978937
76,0.29313126060098227
77,0.2927564016356113
78,0.29247367058402063
79,0.29079987921138634
80,0.28888707631679494
81,0.28862232713371966
82,0.2885088463348996
83,0.28827244126530494
84,0.2878135345592708
85,0.2875992924220319
86,0.28737427121167963
87,0.28678009269093974
88,0.28638899311808286
89,0.28528627754564645
90,0.28444122160548474
91,0.28356150564942534
92,0.28229886412744076
93,0.28195784412483643
94,0.28132359300185206
95,0.2810280004360989
96,0.28006583455625805
97,0.27820169919804166
98,0.27401332141809276
99,0.27297121724244444
100,0.27140428995630567
101,0.2700844388444812
102,0.26930641683297196
103,0.2672046111963179
104,0.26568683957094763
105,0.2626661327300684
106,0.26197256747006104
107,0.2598616880530721
108,0.259758371237072
109,0.2595387977466563
110,0.2566852430325635
111,0.2528006389287742
112,0.2527045870374433
113,0.25212159098729353
114,0.25147914719610326
115,0.25086747486750754
116,0.2492711787728263
117,0.23595170393751896
118,0.23344975102564264
119,0.2299212394217691
120,0.22733982929134106
121,0.22689264012512952
122,0.21638507940397905
123,0.2111644159215564
124,0.2083873548647115
125,0.20710728472730477
126,0.20332438951825396
127,0.2022396114087341
128,0.19770490077387018
129,0.19518266478623947
130,0.19472699711729374
131,0.18210372866337296
132,0.1799696059989024
133,0.17976007129309227
134,0.17909499429070477
135,0.17623347550707105
136,0.17350814757288585
137,0.16764305501941731
138,0.16623268203427508
139,0.15840069996473524
140,0.15392562837456725
141,0.15341348841622046
142,0.15252541177093235
143,0.15124535368856112
144,0.15055124117540927
145,0.15041718775550383
146,0.1483818521867278
147,0.14825379299467176
148,0.14779153019972507
149,0.14773373315115393
150,0.14571779223617556
151,0.1442461049521295
152,0.143938850660741
153,0.14350370825487832
154,0.1432474898119009
155,0.14291370831142022
156,0.1422023935020243
157,0.14219860309058288
158,0.13911197602439465
159,0.1383314863859831
160,0.13817178889384998
161,0.1379081010796429
162,0.13736336612012207
163,0.13729209244880922
164,0.1372806049050656
165,0.13726917552236287
166,0.13722763336406518
167,0.13533724906263553
168,0.1341482145114666
169,0.1336524686754827
170,0.13263101720663376
171,0.13260783454966898
172,0.13230584214244848
173,0.13230028371179808
174,0.132296448175729
175,0.13229252199431238
176,0.13187143960836548
177,0.13123555328173053
178,0.13077174902975056
179,0.13023250764166827
180,0.12915043695845052
181,0.1291406217275784
182,0.12904705343074968
183,0.12893673226188077
184,0.1284865772335752
185,0.12842149341166065
186,0.12754317605718535
187,0.12742999278703127
188,0.12738780285568752
189,0.12737743921029204
190,0.12672190426167637
191,0.12581194732697462
192,0.12558417985040404
193,0.12543805852599568
194,0.12543753152869916
195,0.12514763098408138
196,0.12448201693496697
197,0.12419882832686098
198,0.12417893204302191
199,0.12371290058505263
200,0.1236133223258951
201,0.12358041001750673
202,0.12334569688643748
203,0.12325353675191746
204,0.12305489554105292
205,0.12241014031858326
206,0.12169061578256182
207,0.12166992070571163
208,0.12166493915074157
209,0.12155438881629181
210,0.12136587022427915
211,0.12069893226872229
212,0.12066733684488651
213,0.12051543128309793
214,0.12030070435364647
215,0.11979970762378012
216,0.11903224599912574
217,0.11899626979182339
