,model
0,inf
1,0.39509333386883955
2,0.379067266300455
3,0.3790529898924429
4,0.3317935747244765
5,0.32360166601595713
6,0.3169482979142699
7,0.3169449901031878
8,0.3169449574196845
9,0.3169443293184212
10,0.31437785289684406
11,0.3143740904752129
12,0.3142459131430354
13,0.31350156809443047
14,0.31345862836880295
15,0.3134564325454332
16,0.31331927063273385
17,0.31252857522873656
18,0.3124758267277666
19,0.31242118274217107
20,0.3123355765292679
21,0.3118194962277153
22,0.311754358736014
23,0.3117206812826164
24,0.3116647339889253
25,0.3116181915415762
26,0.3111992259375774
27,0.3111712121736355
28,0.3110602500460176
29,0.31100636566719664
30,0.3109920691549018
31,0.31087972442197825
32,0.31034714685440046
33,0.31012081058829766
34,0.3029132401781373
35,0.3025632112101079
36,0.3023396266481163
37,0.3018636441721481
38,0.3017456827019848
39,0.3016858849470937
40,0.30153979221467714
41,0.30153579261088387
42,0.3008851491498905
43,0.3008708748635508
44,0.30068660785699014
45,0.3004214652728969
46,0.2991584215992372
47,0.29869174165840107
48,0.2985662089007248
49,0.2983886455204473
50,0.2982764649700581
51,0.2971028382146236
52,0.2969988046513068
53,0.2943819530129725
54,0.2930097346750101
55,0.2928059025536623
56,0.29267118341885234
57,0.29241675166863784
58,0.2923969570996529
59,0.2920588346344221
60,0.29148778199682523
61,0.29083483166451474
62,0.2906409399593856
63,0.29027311577490833
64,0.2900904618533105
65,0.2890282085800141
66,0.28861074317526186
67,0.28839076947667636
68,0.28776884959998233
69,0.2875071507055107
70,0.2872108097344191
71,0.285726061024294
72,0.28510477881081925
73,0.2849156968495524
74,0.2843772089168132
75,0.2838485679307343
76,0.2833249315762669
77,0.2788053656862142
78,0.27207716177210733
79,0.27177171385475796
80,0.26559277177366425
81,0.26547800992826404
82,0.26063377349554145
83,0.254712193833364
84,0.2492711787728263
85,0.2338062165418025
86,0.22733982929134106
87,0.226677191828316
88,0.22655890622611297
89,0.20044671030459857
90,0.19770490077387018
91,0.18135967146863605
92,0.17665641496945614
93,0.16920065363040837
94,0.16200329690028034
95,0.15055124117540927
96,0.14825379299467176
97,0.14802194898398446
98,0.14687450528437593
99,0.143938850660741
100,0.14361193412914017
101,0.14264355405748888
102,0.1379081010796429
103,0.13765633661885904
104,0.13468697802620486
105,0.13387577027739386
106,0.13260783454966898
107,0.12915043695845052
108,0.12754317605718535
109,0.12745301240755683
110,0.12601596514531935
111,0.12419882832686098
112,0.1236133223258951
113,0.12358041001750673
114,0.12334095511979237
115,0.12332378290382101
116,0.12331770448498103
117,0.12328581000965602
118,0.12232429263121708
119,0.12172867965443321
120,0.12155438881629181
121,0.12145937415273128
122,0.12136201747360498
123,0.1209312865862624
124,0.12087636520656206
