,topology
0,inf
1,0.3950616378419388
2,0.3708485876644286
3,0.32377052909190807
4,0.3234324003538022
5,0.3234323466568176
6,0.3234323098702806
7,0.32343224682781224
8,0.31693755027097154
9,0.3167652840701327
10,0.31436004576434534
11,0.314243566320765
12,0.3142061117400862
13,0.31361641944743157
14,0.3135313003814194
15,0.3133136359647613
16,0.31328921954953753
17,0.31327292595971623
18,0.3129100470045355
19,0.31260186449939203
20,0.3125291892600841
21,0.3123835461790429
22,0.3119471042559602
23,0.3117815201251694
24,0.31176982679873466
25,0.3116133159373706
26,0.3115759882699168
27,0.31156790945302004
28,0.3114348426950231
29,0.31110977432100745
30,0.3109645541504498
31,0.3108302126968881
32,0.3107822833670497
33,0.3104432037261444
34,0.3104302205871432
35,0.3103327010140935
36,0.31031338331887126
37,0.3102902125949535
38,0.30269416225815865
39,0.30264128990415884
40,0.30263177274915387
41,0.30250206587862716
42,0.30220428184047865
43,0.30210635574320455
44,0.3019307541873031
45,0.30163538665356293
46,0.30135176826180865
47,0.30118543716913626
48,0.3011116127174326
49,0.3009167428149564
50,0.300795358842249
51,0.3007533012549768
52,0.30063546362963384
53,0.30039299390894897
54,0.2993905295115694
55,0.2993461483722708
56,0.29915555550547146
57,0.29909108661854783
58,0.2987034222320532
59,0.2985154861633358
60,0.2984256397446979
61,0.2982188020938872
62,0.2982175483726443
63,0.2980057281438153
64,0.2971493391093086
65,0.2970274264863694
66,0.29687515850516627
67,0.2953280078809526
68,0.2946424266826423
69,0.294512265084452
70,0.29448244644850036
71,0.2932648479267459
72,0.29285541037334195
73,0.2923949250643693
74,0.2919794112483076
75,0.29169680538759507
76,0.29127776160021424
77,0.29068522056135726
78,0.29063449072142344
79,0.29055127826974
80,0.29011554506820114
81,0.28911942522963263
82,0.2884743896359023
83,0.28838462481656146
84,0.2881177653717043
85,0.2872344755213214
86,0.28680721846793167
87,0.28560125591621505
88,0.28526954994022996
89,0.28477539733730545
90,0.28408381024279716
91,0.2835727336102096
92,0.28014167391153216
93,0.27921824896852676
94,0.27907909004626863
95,0.27314250127591605
96,0.27254778473723834
97,0.2715273896273669
98,0.2709450623286683
99,0.27086045213986654
100,0.26619863503600844
101,0.2623313956455215
102,0.2607819270195265
103,0.2603473173342536
104,0.25962347702013516
105,0.254712193833364
106,0.2492711787728263
107,0.2338062165418025
108,0.22733982929134106
109,0.226677191828316
110,0.20408937235631533
111,0.20392200118970857
112,0.20240333496674312
113,0.19770490077387018
114,0.17665641496945614
115,0.16920065363040837
116,0.15055124117540927
117,0.14825379299467176
118,0.14802194898398446
119,0.14687450528437593
120,0.143938850660741
121,0.14361193412914017
122,0.14264355405748888
123,0.1379081010796429
124,0.13765633661885904
125,0.13468697802620486
126,0.13387577027739386
127,0.13260783454966898
128,0.12915043695845052
129,0.12754317605718535
130,0.12745301240755683
131,0.12601596514531935
132,0.12419882832686098
133,0.1236133223258951
134,0.12358041001750673
135,0.12334095511979237
136,0.12332378290382101
137,0.12331770448498103
138,0.12328581000965602
139,0.12232429263121708
140,0.12172867965443321
141,0.12155438881629181
142,0.12145937415273128
143,0.12136201747360498
144,0.1209312865862624
145,0.12087636520656206
