,hidden_layer
0,inf
1,1.008732452232199
2,1.007637872396254
3,0.9985485882621489
4,0.9954068101296205
5,0.42326201357764154
6,0.41794687256105434
7,0.4079394572789918
8,0.3469378000799834
9,0.3462743425649073
10,0.3177958471041298
11,0.317714698055888
12,0.31749840267026685
13,0.3174980774808626
14,0.31749801174165365
15,0.31749468222604676
16,0.31749453260333943
17,0.3174945273241123
18,0.31547470932416316
19,0.3150866376232025
20,0.3150774631754423
21,0.31499847680674464
22,0.31217196932666386
23,0.3121152397402516
24,0.3117939915959731
25,0.31130472423157407
26,0.3110943156079119
27,0.3110178048936676
28,0.31091332475985556
29,0.31078824750308515
30,0.31053850688954016
31,0.3097044357721044
32,0.30957372620034534
33,0.30954404749081166
34,0.3092691542440834
35,0.3092681014093636
36,0.3052429217947633
37,0.3050703786965859
38,0.30492150431454496
39,0.3048040988979263
40,0.3046996311441221
41,0.3046892387093765
42,0.30197531824763313
43,0.30096355192959373
44,0.3008825393019861
45,0.3007206075500541
46,0.30064871570348345
47,0.3005594270933788
48,0.30034058727858753
49,0.299904202539911
50,0.2998056744895474
51,0.29734138905233914
52,0.297099258333915
53,0.29647441695055243
54,0.2964029824969938
55,0.2962638900806984
56,0.29620538550964703
57,0.29585015784659346
58,0.29569072904527965
59,0.2954485557217664
60,0.2924724319867227
61,0.2920511147113367
62,0.2911511673343367
63,0.2648103989632638
64,0.2607594008300211
65,0.2603828518148338
66,0.2602112786014124
67,0.25940698987417377
68,0.2580438063667425
69,0.2569515674456909
70,0.256739876639762
71,0.25673805495384316
72,0.2567086942133236
73,0.2556904539237494
74,0.2518232462691942
75,0.2511913176742435
76,0.24900913283986492
77,0.24896365881662683
78,0.22601028676724363
79,0.2235003484724907
80,0.22283270097114927
81,0.22081526656990244
82,0.21832712243807612
83,0.21769499132269388
84,0.2166940366888179
85,0.2161655237477048
86,0.21604060903679342
87,0.21603813376506492
88,0.21204529909502054
89,0.21191897859875666
90,0.21188091813628754
91,0.21131781989575749
92,0.20916787492900993
93,0.20879396849437482
94,0.20860826286609663
95,0.20754131968295458
96,0.20728785521478965
97,0.19411277333876376
98,0.19400402135106365
99,0.19346301066800542
100,0.19235855397295964
101,0.19234412966931838
102,0.19232025248390897
103,0.18791444513020686
104,0.18618480817019523
105,0.18609534768739547
106,0.18579706963002215
107,0.1814170713912562
108,0.18138945641288506
109,0.17734675555238666
110,0.17731065115076342
111,0.17672434783957683
112,0.17163952719416503
113,0.17148900957254273
114,0.17132389961661618
115,0.16919036960365214
116,0.16541262433551893
117,0.16424529462848278
118,0.16356877643935572
119,0.15949185201798718
120,0.1543625505535715
