,hidden_layer
0,inf
1,0.39551879421771924
2,0.3945780015743202
3,0.39409768484380586
4,0.3934701804079535
5,0.3925054508946788
6,0.3856177678766273
7,0.37875413178205286
8,0.3787528529745712
9,0.3317935747244765
10,0.32935561133909913
11,0.3169599519902703
12,0.3169552200829995
13,0.31694932569269896
14,0.3169290580202749
15,0.31692672580063996
16,0.31687560357681627
17,0.3156772643723943
18,0.3143152406008264
19,0.3141740265598129
20,0.31412331566049934
21,0.31367584029026124
22,0.3136083949118134
23,0.3134228574112801
24,0.3133684977009861
25,0.31333988447366495
26,0.31333562249008734
27,0.313312428061656
28,0.3132225813208958
29,0.31257465022560815
30,0.3125390366758426
31,0.3124450273644909
32,0.3124253122861237
33,0.3124141764724824
34,0.31234816984599806
35,0.3121055507369729
36,0.31188070477035656
37,0.3117403763383525
38,0.31165486526770597
39,0.3116396114335154
40,0.3116237753609931
41,0.31160966991366656
42,0.31155857523177133
43,0.31152115416870674
44,0.3113766128098914
45,0.3111256956943206
46,0.31102094604419966
47,0.31096408673729703
48,0.31088912128363094
49,0.3108651307399036
50,0.3108514260257333
51,0.31082675549495453
52,0.31077617359651627
53,0.3107586069863292
54,0.3107474188963885
55,0.31073580884131324
56,0.3102420431627772
57,0.3101848813358476
58,0.31002426888654616
59,0.3031123003966387
60,0.3026061521465048
61,0.3025333709455755
62,0.3013338083753539
63,0.3011696881898988
64,0.3008882222964526
65,0.30053171954100744
66,0.30029565337572434
67,0.2999995699711362
68,0.29962354742913416
69,0.2993682290648923
70,0.299206120144191
71,0.2990031324059446
72,0.2988513878594099
73,0.2982876044921053
74,0.2982203435159644
75,0.2979901109883304
76,0.29745887252640796
77,0.29729814597807724
78,0.29725000530813606
79,0.2969746745696264
80,0.2967181322597794
81,0.29470533590093234
82,0.2946464375412706
83,0.2945560925766738
84,0.29419618583233514
85,0.2924690500778127
86,0.2923992268587781
87,0.2923117545187893
88,0.2921922793954066
89,0.2919274933319074
90,0.29181038928620473
91,0.2914448075041726
92,0.2899904212703143
93,0.2887540442213844
94,0.2886957791364424
95,0.288294982538535
96,0.2881597856553379
97,0.2879276564438632
98,0.28791577877451735
99,0.2875044430448785
100,0.28712052107862174
101,0.28673155728709815
102,0.2852267560593069
103,0.2846661332197093
104,0.28121646377715576
105,0.2802367079875409
106,0.27937164556596605
107,0.27931016487605254
108,0.2786442652448968
109,0.27128173325884286
110,0.27100582304210896
111,0.27087877165258517
112,0.2702802423738724
113,0.26619863503600844
114,0.2571295966912381
115,0.254712193833364
116,0.2492711787728263
117,0.24025671473552732
118,0.2338062165418025
119,0.22733982929134106
120,0.2242762709391121
121,0.21426625455541642
122,0.21207329351964743
123,0.20568447559828684
124,0.20445176207693933
125,0.20294164192592937
126,0.20158593828421756
127,0.2007606089353306
128,0.19770490077387018
129,0.18724922535570407
130,0.17665641496945614
131,0.16920065363040837
132,0.16645593338662446
133,0.15055124117540927
134,0.1494878254639877
135,0.14825379299467176
136,0.14822575506667945
137,0.14802194898398446
138,0.14753954046921378
139,0.14654777382516762
140,0.14624383236325156
141,0.14602461467285444
142,0.143938850660741
143,0.14361193412914017
144,0.14264355405748888
145,0.1425662114167531
146,0.1379081010796429
147,0.13765633661885904
148,0.1376539668824296
149,0.13468697802620486
150,0.13387577027739386
151,0.13260783454966898
152,0.13239593415116063
153,0.1319885758425755
154,0.13149390980652068
155,0.12915043695845052
156,0.1291438769555457
157,0.12914311351582936
158,0.12914307587843546
159,0.12754317605718535
160,0.1275428400996898
161,0.12745301240755683
162,0.12601596514531935
163,0.12578462869392718
164,0.12419882832686098
165,0.12408612495167211
166,0.1236133223258951
167,0.12356807000207674
168,0.12334095511979237
169,0.12332378290382101
170,0.12331770448498103
171,0.12328581000965602
172,0.12232429263121708
173,0.12172867965443321
174,0.12144212703967176
175,0.12090426301973425
176,0.12087942512633647
177,0.12087636520656206
178,0.12034944922254213
179,0.120280637358666
180,0.11964601666308208
