,weights
0,inf
1,1.2085881976238817
2,1.1558916485974742
3,1.1449251736286696
4,1.130937159089052
5,0.5827461658654887
6,0.522924584404205
7,0.5172751416097994
8,0.5042387306241334
9,0.4997041012958394
10,0.47910048673666733
11,0.46060770598425554
12,0.380872383635632
13,0.32384863298294303
14,0.32125869017292485
15,0.31678664486169344
16,0.3167866446339078
17,0.3167501762961251
18,0.3165172359510089
19,0.31651546046486706
20,0.31649938987384263
21,0.31648791786315666
22,0.31648081181853527
23,0.3164763048040518
24,0.3164701871259554
25,0.3164671866228067
26,0.3164050272342657
27,0.31614222542217985
28,0.3158306697486725
29,0.31572619758915305
30,0.3156862771869005
31,0.3153044049429834
32,0.315294884361851
33,0.3152655275977932
34,0.3152635984811496
35,0.3150627055961546
36,0.3142940764330276
37,0.3142149956910175
38,0.31394561784378117
39,0.3117104289638549
40,0.3113390719287439
41,0.3110963353286672
42,0.3099205468126242
43,0.309633047988497
44,0.3094888885524285
45,0.30811292011623975
46,0.308108002301357
47,0.30800248847295264
48,0.3079776598771187
49,0.30774901323567866
50,0.30730718027107795
51,0.30483158054836285
52,0.29833912434719767
