,output_layer
0,inf
1,0.6370686783955223
2,0.4474188928649486
3,0.372301321944941
4,0.3695661579565141
5,0.3405692769828541
6,0.3167068019285452
7,0.3167022281449729
8,0.3144150084262929
9,0.3143237933649256
10,0.31388837142185916
11,0.31341787633522217
12,0.3133674315433371
13,0.31336403878809976
14,0.3125156545779237
15,0.31221127804346505
16,0.31166421944995065
17,0.3116615623597384
18,0.31150819831756044
19,0.31146359736524953
20,0.31127135090963515
21,0.31095227865201874
22,0.3109176704769127
23,0.31082760277276916
24,0.31082236426917076
25,0.3107205506933742
26,0.3106376373295373
27,0.3103804928153174
28,0.3103601301697914
29,0.3102472939620651
30,0.3101869507984156
31,0.30372706630419255
32,0.30337739911617445
33,0.3026789152544449
34,0.30267431056078964
35,0.3024327099109016
36,0.3023338891349584
37,0.30147458481914585
38,0.30133728743095767
39,0.30127991347939476
40,0.30107637860895414
41,0.3010412812476591
42,0.3006578457398942
43,0.30002912952270644
44,0.2991345139797822
45,0.2982075287286308
46,0.2979410598338313
47,0.2975288777224149
48,0.2972423668474881
49,0.297233537444251
50,0.29711126937138876
51,0.2970832701300986
52,0.29690279005960474
53,0.29653279188369086
54,0.29572120324731554
55,0.29527628275005713
56,0.2952656266777442
57,0.2949426569518967
58,0.2942447780763997
59,0.29416319627448817
60,0.29326265474056334
61,0.29306328458081937
62,0.2925951144300305
63,0.2921043443123953
64,0.29190274844352904
65,0.291852054647335
66,0.29179300245382117
67,0.2917689111791315
68,0.291767668602017
69,0.29111355845597553
70,0.290440623246946
71,0.29015441842534656
72,0.2894520037663904
73,0.2890737518486929
74,0.2888446240974498
75,0.28865231609590997
76,0.288616112833175
77,0.2884665102853153
78,0.28785368835753894
79,0.2859430616376056
80,0.2857621968864521
81,0.2856846026217233
82,0.28430225632104034
83,0.2842122282347416
84,0.28379557323417054
85,0.28122653621981886
86,0.27838759642115357
87,0.27509211131252803
88,0.2727695729207523
89,0.2722887936314822
90,0.27135797790417776
91,0.26854199857015676
92,0.2602979398077866
93,0.2576245388319267
94,0.2533831951191186
95,0.2525804299504734
96,0.25211724151464004
97,0.25148366371330544
98,0.2501678294199673
99,0.2461467309484495
100,0.23904955393176464
101,0.23784146945663123
102,0.23695837419015847
103,0.23468298707007632
104,0.2338062165418025
105,0.233420710882904
106,0.22733982929134106
107,0.2266885451633819
108,0.22594044005236982
109,0.22260427561595525
110,0.2189521295780739
111,0.21054960364419753
112,0.20884454369498198
113,0.20629703282264936
114,0.20550566230685133
115,0.2024539356641963
116,0.20161291716633284
117,0.20022457517356174
118,0.19525927760948103
119,0.19391728715875073
120,0.19157335562587666
121,0.18294180652951608
122,0.18016563796450485
123,0.1723669570642008
124,0.17140755387679737
125,0.16876739494274767
126,0.1644492110310507
127,0.16313887408993283
128,0.16093671889156896
129,0.15538244635110754
130,0.15037449798887345
131,0.14884093810251672
132,0.14803565546768277
133,0.14802194898398446
134,0.1469530597942335
135,0.1468784693928315
136,0.14687450528437593
137,0.1467041558897036
138,0.14647819038546767
139,0.14557117415099746
140,0.14545608478270383
141,0.14450555118731742
142,0.14438690480434901
143,0.1443352822416417
144,0.14410468950117897
145,0.143938850660741
146,0.1422831928886852
147,0.14216384949365582
148,0.13820244667751627
149,0.1381608841212541
150,0.1379081010796429
151,0.13723399623397992
152,0.13723025457183666
153,0.13568214330664674
154,0.13503166153664087
155,0.13468697802620486
156,0.13380772724310933
157,0.13380706826740846
158,0.1335859653503821
159,0.13255990599460055
160,0.13228333254294872
161,0.13034136631976706
162,0.12915043695845052
163,0.1291301698321125
164,0.1288417402778062
165,0.1287733288132252
166,0.12763975075202044
167,0.12754317605718535
168,0.12752863811238913
169,0.12749437499165703
170,0.1273633209977203
171,0.12726395155722142
172,0.12726384570923963
173,0.12529777453014043
174,0.12521412108562072
175,0.12421686454281622
176,0.12369787895883362
177,0.12369787219695129
178,0.1236133223258951
179,0.12361077659231831
180,0.12358041001750673
181,0.12342177948976298
182,0.12341746296262565
183,0.12334095511979237
184,0.12332378290382101
185,0.12331770448498103
186,0.12328590431158286
187,0.12328581000965602
188,0.12326707842650016
189,0.12232429263121708
190,0.12172595129168266
191,0.12171924784975774
192,0.12158146130981191
193,0.1215587624891285
194,0.12155514716500593
195,0.12139545645809076
196,0.12133957864641934
197,0.12131718998370786
198,0.12093314995805823
199,0.12090594415842562
200,0.12085371575689194
201,0.12080457349729559
202,0.12079458850668832
203,0.12052611860716549
204,0.1204246061554488
205,0.12037853745071582
